Resumen Busqueda Ordenada:-
Tiempos de Busquedas Ordenadas:-
Ciclo Busqueda Ordenada; Tiempo; Resultado-
622;78;no-
623;1;si-
624;72;no-
625;64;no-
626;63;no-
627;62;no-
628;61;no-
629;59;no-
630;63;no-
631;0;si-
632;61;no-
633;0;si-
634;64;no-
635;63;no-
636;60;no-
637;0;si-
638;0;si-
639;67;no-
640;66;no-
641;0;si-
642;0;si-
643;64;no-
644;73;no-
645;72;no-
646;76;no-
647;76;no-
648;0;si-
649;68;no-
650;58;no-
651;59;no-
652;61;no-
653;0;si-
654;81;no-
655;0;si-
656;78;no-
657;75;no-
658;75;no-
659;79;no-
660;82;no-
661;0;si-
662;77;no-
663;79;no-
664;79;no-
665;70;no-
666;64;no-
667;58;no-
668;57;no-
669;0;si-
670;63;no-
671;57;no-
672;0;si-
673;54;no-
674;54;no-
675;58;no-
676;52;no-
677;54;no-
678;54;no-
679;56;no-
680;70;no-
681;72;no-
682;0;si-
683;0;si-
684;0;si-
685;63;no-
686;0;si-
687;65;no-
688;63;no-
689;0;si-
690;54;no-
691;56;no-
692;0;si-
693;56;no-
694;0;si-
695;58;no-
696;0;si-
697;86;no-
698;0;si-
699;75;no-
700;75;no-
701;66;no-
702;63;no-
703;58;no-
704;63;no-
705;63;no-
706;0;si-
707;0;si-
708;78;no-
709;73;no-
710;64;no-
711;72;no-
712;80;no-
713;0;si-
714;74;no-
715;60;no-
716;66;no-
717;74;no-
718;105;no-
719;1;si-
720;95;no-
721;77;no-
722;89;no-
723;0;si-
724;87;no-
725;86;no-
726;91;no-
727;91;no-
728;0;si-
729;99;no-
730;88;no-
731;0;si-
732;84;no-
733;85;no-
734;86;no-
735;88;no-
736;76;no-
737;74;no-
738;78;no-
739;0;si-
740;69;no-
741;75;no-
742;73;no-
743;87;no-
744;83;no-
745;0;si-
746;103;no-
747;90;no-
748;82;no-
749;75;no-
750;0;si-
751;75;no-
752;0;si-
753;78;no-
754;75;no-
755;70;no-
756;76;no-
757;75;no-
758;94;no-
759;81;no-
760;74;no-
761;81;no-
762;82;no-
763;78;no-
764;79;no-
765;82;no-
766;0;si-
767;0;si-
768;76;no-
769;0;si-
770;66;no-
771;0;si-
772;56;no-
773;54;no-
774;1;si-
775;55;no-
776;0;si-
777;62;no-
778;59;no-
779;71;no-
780;75;no-
781;64;no-
782;56;no-
783;56;no-
784;0;si-
785;64;no-
786;83;no-
787;0;si-
788;0;si-
789;0;si-
790;0;si-
791;73;no-
792;66;no-
793;76;no-
794;57;no-
795;0;si-
796;68;no-
797;68;no-
798;62;no-
799;0;si-
800;0;si-
801;57;no-
802;65;no-
803;75;no-
804;79;no-
805;65;no-
806;0;si-
807;0;si-
808;0;si-
809;55;no-
810;88;no-
811;63;no-
812;0;si-
813;70;no-
814;76;no-
815;62;no-
816;0;si-
817;0;si-
818;55;no-
819;52;no-
820;0;si-
821;0;si-
822;0;si-
823;69;no-
824;78;no-
825;77;no-
826;75;no-
827;73;no-
828;52;no-
829;94;no-
830;0;si-
831;0;si-
832;69;no-
833;60;no-
834;57;no-
835;73;no-
836;0;si-
837;63;no-
838;56;no-
839;59;no-
840;66;no-
841;65;no-
842;75;no-
843;75;no-
844;71;no-
845;0;si-
846;0;si-
847;60;no-
848;0;si-
849;0;si-
850;65;no-
851;0;si-
852;56;no-
853;0;si-
854;57;no-
855;57;no-
856;60;no-
857;0;si-
858;0;si-
859;66;no-
860;70;no-
861;69;no-
862;0;si-
863;78;no-
864;73;no-
865;62;no-
866;0;si-
867;60;no-
868;60;no-
869;0;si-
870;62;no-
871;0;si-
872;0;si-
873;63;no-
874;0;si-
875;0;si-
876;0;si-
877;60;no-
878;55;no-
879;57;no-
880;60;no-
881;65;no-
882;0;si-
883;58;no-
884;0;si-
885;70;no-
886;0;si-
887;74;no-
888;64;no-
889;64;no-
890;60;no-
891;61;no-
892;75;no-
893;1;si-
894;76;no-
895;0;si-
896;74;no-
897;54;no-
898;0;si-
899;0;si-
900;0;si-
901;60;no-
902;64;no-
903;0;si-
904;61;no-
905;59;no-
906;61;no-
907;0;si-
908;74;no-
909;79;no-
910;77;no-
911;79;no-
912;79;no-
913;68;no-
914;62;no-
915;56;no-
916;55;no-
917;60;no-
918;60;no-
919;62;no-
920;0;si-
921;0;si-
922;55;no-
923;0;si-
924;58;no-
925;0;si-
926;0;si-
927;57;no-
928;0;si-
929;55;no-
930;60;no-
931;0;si-
932;0;si-
933;0;si-
934;58;no-
935;51;no-
936;57;no-
937;0;si-
938;0;si-
939;58;no-
940;55;no-
941;0;si-
942;0;si-
943;59;no-
944;58;no-
945;59;no-
946;59;no-
947;58;no-
948;58;no-
949;62;no-
950;88;no-
951;0;si-
952;77;no-
953;77;no-
954;80;no-
955;75;no-
956;76;no-
957;0;si-
958;55;no-
959;82;no-
960;0;si-
961;77;no-
962;0;si-
963;1;si-
964;0;si-
965;78;no-
966;73;no-
967;61;no-
968;0;si-
969;63;no-
970;59;no-
971;0;si-
972;80;no-
973;76;no-
974;75;no-
975;77;no-
976;0;si-
977;0;si-
978;62;no-
979;0;si-
980;66;no-
981;93;no-
982;88;no-
983;0;si-
984;87;no-
985;86;no-
986;78;no-
987;72;no-
988;72;no-
989;64;no-
990;59;no-
991;1;si-
992;0;si-
993;58;no-
994;72;no-
995;67;no-
996;0;si-
997;70;no-
998;88;no-
999;77;no-
1000;76;no-
1001;0;si-
1002;75;no-
1003;0;si-
1004;77;no-
1005;76;no-
1006;0;si-
1007;1;si-
1008;0;si-
1009;83;no-
1010;78;no-
1011;65;no-
1012;59;no-
1013;0;si-
1014;0;si-
1015;56;no-
1016;60;no-
1017;0;si-
1018;80;no-
1019;66;no-
1020;0;si-
1021;55;no-
1022;65;no-
1023;58;no-
1024;0;si-
1025;50;no-
1026;56;no-
1027;53;no-
1028;53;no-
1029;70;no-
1030;78;no-
1031;65;no-
1032;72;no-
1033;68;no-
1034;62;no-
1035;107;no-
1036;78;no-
1037;86;no-
1038;75;no-
1039;0;si-
1040;56;no-
1041;50;no-
1042;56;no-
1043;61;no-
1044;73;no-
1045;0;si-
1046;0;si-
1047;94;no-
1048;75;no-
1049;62;no-
1050;0;si-
1051;57;no-
1052;56;no-
1053;72;no-
1054;60;no-
1055;61;no-
1056;0;si-
1057;70;no-
1058;0;si-
1059;0;si-
1060;0;si-
1061;66;no-
1062;64;no-
1063;0;si-
1064;68;no-
1065;0;si-
1066;61;no-
1067;57;no-
1068;60;no-
1069;61;no-
1070;0;si-
1071;65;no-
1072;66;no-
1073;56;no-
1074;0;si-
1075;63;no-
1076;0;si-
1077;0;si-
1078;0;si-
1079;0;si-
1080;57;no-
1081;64;no-
1082;68;no-
1083;57;no-
1084;60;no-
1085;59;no-
1086;67;no-
1087;72;no-
1088;63;no-
1089;59;no-
1090;56;no-
1091;58;no-
1092;0;si-
1093;59;no-
1094;57;no-
1095;72;no-
1096;73;no-
1097;0;si-
1098;74;no-
1099;81;no-
1100;72;no-
1101;78;no-
1102;72;no-
1103;0;si-
1104;65;no-
1105;57;no-
1106;0;si-
1107;0;si-
1108;58;no-
1109;56;no-
1110;58;no-
1111;62;no-
1112;60;no-
1113;61;no-
1114;57;no-
1115;0;si-
1116;0;si-
1117;58;no-
1118;0;si-
1119;57;no-
1120;50;no-
1121;65;no-
1122;59;no-
1123;57;no-
1124;55;no-
1125;50;no-
1126;52;no-
1127;60;no-
1128;54;no-
1129;55;no-
1130;53;no-
1131;89;no-
1132;0;si-
1133;0;si-
1134;66;no-
1135;71;no-
1136;72;no-
1137;0;si-
1138;0;si-
1139;69;no-
1140;72;no-
1141;81;no-
1142;75;no-
1143;74;no-
1144;0;si-
1145;0;si-
1146;0;si-
1147;75;no-
1148;0;si-
1149;75;no-
1150;76;no-
1151;73;no-
1152;0;si-
1153;0;si-
1154;74;no-
1155;71;no-
1156;0;si-
1157;0;si-
1158;0;si-
1159;1;si-
1160;0;si-
1161;69;no-
1162;0;si-
1163;67;no-
1164;68;no-
1165;71;no-
1166;78;no-
1167;0;si-
1168;73;no-
1169;0;si-
1170;68;no-
1171;0;si-
1172;71;no-
1173;74;no-
1174;73;no-
1175;0;si-
1176;78;no-
1177;72;no-
1178;75;no-
1179;76;no-
1180;78;no-
1181;76;no-
1182;72;no-
1183;61;no-
1184;0;si-
1185;0;si-
1186;62;no-
1187;86;no-
1188;68;no-
1189;0;si-
1190;84;no-
1191;88;no-
1192;86;no-
1193;90;no-
1194;87;no-
1195;74;no-
1196;1;si-
1197;78;no-
1198;85;no-
1199;0;si-
1200;83;no-
1201;0;si-
1202;67;no-
1203;77;no-
1204;76;no-
1205;72;no-
1206;66;no-
1207;73;no-
1208;68;no-
1209;60;no-
1210;58;no-
1211;72;no-
1212;62;no-
1213;93;no-
1214;75;no-
1215;75;no-
1216;79;no-
1217;79;no-
1218;75;no-
1219;0;si-
1220;75;no-
1221;74;no-
1222;73;no-
1223;68;no-
1224;57;no-
1225;54;no-
1226;69;no-
1227;0;si-
1228;56;no-
1229;56;no-
1230;53;no-
1231;54;no-
1232;0;si-
1233;0;si-
1234;57;no-
1235;49;no-
1236;59;no-
1237;0;si-
1238;0;si-
1239;0;si-
1240;72;no-
1241;71;no-
1242;0;si-
1243;70;no-
1244;67;no-
1245;57;no-
1246;0;si-
1247;73;no-
1248;84;no-
1249;0;si-
1250;73;no-
1251;0;si-
1252;70;no-
1253;72;no-
1254;64;no-
1255;53;no-
1256;62;no-
1257;64;no-
1258;58;no-
1259;0;si-
1260;0;si-
1261;56;no-
1262;49;no-
1263;67;no-
1264;0;si-
1265;61;no-
1266;1;si-
1267;0;si-
1268;0;si-
1269;54;no-
1270;0;si-
1271;0;si-
1272;55;no-
1273;52;no-
1274;51;no-
1275;54;no-
1276;55;no-
1277;58;no-
1278;53;no-
1279;0;si-
1280;0;si-
1281;0;si-
1282;0;si-
1283;0;si-
1284;67;no-
1285;74;no-
1286;91;no-
1287;77;no-
1288;73;no-
1289;0;si-
1290;0;si-
1291;78;no-
1292;77;no-
1293;81;no-
1294;0;si-
1295;78;no-
1296;67;no-
1297;60;no-
1298;58;no-
1299;54;no-
1300;53;no-
1301;57;no-
1302;60;no-
1303;65;no-
1304;86;no-
1305;58;no-
1306;58;no-
1307;62;no-
1308;57;no-
1309;53;no-
1310;57;no-
1311;0;si-
1312;0;si-
1313;0;si-
1314;59;no-
1315;53;no-
1316;0;si-
1317;0;si-
1318;53;no-
1319;52;no-
1320;55;no-
1321;53;no-
1322;71;no-
1323;0;si-
1324;96;no-
1325;0;si-
1326;93;no-
1327;0;si-
1328;0;si-
1329;99;no-
1330;95;no-
1331;0;si-
1332;95;no-
1333;93;no-
1334;91;no-
1335;94;no-
1336;0;si-
1337;96;no-
1338;92;no-
1339;0;si-
1340;0;si-
1341;80;no-
1342;72;no-
1343;0;si-
1344;72;no-
1345;77;no-
1346;1;si-
1347;0;si-
1348;81;no-
1349;76;no-
1350;0;si-
1351;74;no-
1352;74;no-
1353;60;no-
1354;60;no-
1355;54;no-
1356;54;no-
1357;56;no-
1358;0;si-
1359;0;si-
1360;55;no-
1361;61;no-
1362;77;no-
1363;78;no-
1364;0;si-
1365;73;no-
1366;76;no-
1367;79;no-
1368;0;si-
1369;70;no-
1370;67;no-
1371;0;si-
1372;72;no-
1373;59;no-
1374;63;no-
1375;62;no-
1376;76;no-
1377;64;no-
1378;56;no-
1379;58;no-
1380;0;si-
1381;58;no-
1382;0;si-
1383;57;no-
1384;55;no-
1385;57;no-
1386;56;no-
1387;0;si-
1388;0;si-
1389;60;no-
1390;0;si-
1391;0;si-
1392;77;no-
1393;76;no-
1394;0;si-
1395;0;si-
1396;74;no-
1397;65;no-
1398;0;si-
1399;0;si-
1400;56;no-
1401;56;no-
1402;59;no-
1403;0;si-
1404;57;no-
1405;55;no-
1406;60;no-
1407;62;no-
1408;55;no-
1409;59;no-
1410;0;si-
1411;57;no-
1412;63;no-
1413;61;no-
1414;69;no-
1415;0;si-
1416;57;no-
1417;57;no-
1418;0;si-
1419;0;si-
1420;57;no-
1421;0;si-
1422;0;si-
1423;54;no-
1424;59;no-
1425;57;no-
1426;53;no-
1427;0;si-
1428;0;si-
1429;0;si-
1430;54;no-
1431;0;si-
1432;0;si-
1433;52;no-
1434;56;no-
1435;56;no-
1436;58;no-
1437;1;si-
1438;60;no-
1439;55;no-
1440;60;no-
1441;55;no-
1442;66;no-
1443;77;no-
1444;74;no-
1445;63;no-
1446;55;no-
1447;0;si-
1448;61;no-
1449;0;si-
1450;60;no-
1451;60;no-
1452;0;si-
1453;0;si-
1454;74;no-
1455;72;no-
1456;0;si-
1457;73;no-
1458;71;no-
1459;68;no-
1460;66;no-
1461;63;no-
1462;69;no-
1463;0;si-
1464;63;no-
1465;58;no-
1466;58;no-
1467;0;si-
1468;56;no-
1469;50;no-
1470;0;si-
1471;57;no-
1472;48;no-
1473;56;no-
1474;53;no-
1475;60;no-
1476;0;si-
1477;55;no-
1478;56;no-
1479;0;si-
1480;53;no-
1481;52;no-
1482;0;si-
1483;0;si-
1484;56;no-
1485;53;no-
1486;56;no-
1487;70;no-
1488;88;no-
1489;0;si-
1490;0;si-
1491;0;si-
1492;63;no-
1493;53;no-
1494;56;no-
1495;56;no-
1496;0;si-
1497;0;si-
1498;57;no-
1499;48;no-
1500;0;si-
1501;52;no-
1502;0;si-
1503;60;no-
1504;61;no-
1505;0;si-
1506;54;no-
1507;0;si-
1508;0;si-
1509;58;no-
1510;53;no-
1511;65;no-
1512;0;si-
1513;72;no-
1514;71;no-
1515;67;no-
1516;72;no-
1517;0;si-
1518;0;si-
1519;67;no-
1520;0;si-
1521;0;si-
1522;71;no-
1523;69;no-
1524;0;si-
1525;71;no-
1526;0;si-
1527;0;si-
1528;0;si-
1529;73;no-
1530;0;si-
1531;0;si-
1532;0;si-
1533;67;no-
1534;66;no-
1535;0;si-
1536;64;no-
1537;70;no-
1538;0;si-
1539;0;si-
1540;0;si-
1541;67;no-
1542;101;no-
1543;0;si-
1544;95;no-
1545;94;no-
1546;74;no-
1547;0;si-
1548;0;si-
1549;90;no-
1550;87;no-
1551;87;no-
1552;0;si-
1553;0;si-
1554;72;no-
1555;80;no-
1556;89;no-
1557;78;no-
1558;70;no-
1559;0;si-
1560;65;no-
1561;0;si-
1562;0;si-
1563;72;no-
1564;0;si-
1565;72;no-
1566;0;si-
1567;72;no-
1568;0;si-
1569;69;no-
1570;0;si-
1571;0;si-
1572;69;no-
1573;68;no-
1574;0;si-
1575;65;no-
1576;0;si-
1577;0;si-
1578;71;no-
1579;71;no-
1580;0;si-
1581;69;no-
1582;0;si-
1583;68;no-
1584;70;no-
1585;68;no-
1586;0;si-
1587;0;si-
1588;72;no-
1589;0;si-
1590;68;no-
1591;0;si-
1592;66;no-
1593;51;no-
1594;77;no-
1595;0;si-
1596;0;si-
1597;0;si-
1598;68;no-
1599;74;no-
1600;84;no-
1601;80;no-
1602;83;no-
1603;79;no-
1604;70;no-
1605;0;si-
1606;51;no-
1607;54;no-
1608;54;no-
1609;53;no-
1610;54;no-
1611;0;si-
1612;0;si-
1613;0;si-
1614;64;no-
1615;63;no-
1616;0;si-
1617;66;no-
1618;0;si-
1619;58;no-
1620;53;no-
1621;51;no-
1622;49;no-
1623;0;si-
1624;0;si-
1625;47;no-
1626;56;no-
1627;59;no-
1628;0;si-
1629;63;no-
1630;93;no-
1631;0;si-
1632;67;no-
1633;65;no-
1634;0;si-
1635;75;no-
1636;73;no-
1637;78;no-
1638;73;no-
1639;76;no-
1640;0;si-
1641;0;si-
1642;69;no-
1643;63;no-
1644;65;no-
1645;58;no-
1646;0;si-
1647;50;no-
1648;57;no-
1649;54;no-
1650;53;no-
1651;64;no-
1652;69;no-
1653;0;si-
1654;60;no-
1655;0;si-
1656;66;no-
1657;67;no-
1658;0;si-
1659;63;no-
1660;0;si-
1661;63;no-
1662;0;si-
1663;63;no-
1664;85;no-
1665;59;no-
1666;66;no-
1667;72;no-
1668;0;si-
1669;66;no-
1670;57;no-
1671;0;si-
1672;0;si-
1673;56;no-
1674;62;no-
1675;52;no-
1676;55;no-
1677;53;no-
1678;56;no-
1679;51;no-
1680;59;no-
1681;57;no-
1682;47;no-
1683;47;no-
1684;0;si-
1685;0;si-
1686;51;no-
1687;0;si-
1688;51;no-
1689;0;si-
1690;55;no-
1691;69;no-
1692;67;no-
1693;0;si-
1694;64;no-
1695;67;no-
1696;0;si-
1697;52;no-
1698;49;no-
1699;54;no-
1700;52;no-
1701;0;si-
1702;0;si-
1703;62;no-
1704;0;si-
1705;0;si-
1706;64;no-
1707;83;no-
1708;68;no-
1709;0;si-
1710;61;no-
1711;54;no-
1712;52;no-
1713;54;no-
1714;52;no-
1715;1;si-
1716;46;no-
1717;0;si-
1718;56;no-
1719;0;si-
1720;0;si-
1721;67;no-
1722;74;no-
1723;0;si-
1724;67;no-
1725;0;si-
1726;62;no-
1727;67;no-
1728;69;no-
1729;0;si-
1730;0;si-
1731;0;si-
1732;0;si-
1733;67;no-
1734;87;no-
1735;66;no-
1736;53;no-
1737;0;si-
1738;0;si-
1739;0;si-
1740;0;si-
1741;0;si-
1742;0;si-
1743;53;no-
1744;0;si-
1745;47;no-
1746;52;no-
1747;50;no-
1748;47;no-
1749;0;si-
1750;0;si-
1751;53;no-
1752;59;no-
1753;0;si-
1754;68;no-
1755;0;si-
1756;64;no-
1757;64;no-
1758;59;no-
1759;51;no-
1760;0;si-
1761;58;no-
1762;54;no-
1763;47;no-
1764;65;no-
1765;66;no-
1766;66;no-
1767;61;no-
1768;55;no-
1769;67;no-
1770;57;no-
1771;0;si-
1772;0;si-
1773;47;no-
1774;1;si-
1775;70;no-
1776;77;no-
1777;67;no-
1778;0;si-
1779;64;no-
1780;66;no-
1781;52;no-
1782;0;si-
1783;0;si-
1784;46;no-
1785;0;si-
1786;0;si-
1787;53;no-
1788;64;no-
1789;64;no-
1790;69;no-
1791;0;si-
1792;0;si-
1793;56;no-
1794;0;si-
1795;53;no-
1796;61;no-
1797;0;si-
1798;0;si-
1799;0;si-
1800;60;no-
1801;65;no-
1802;0;si-
1803;0;si-
1804;54;no-
1805;52;no-
1806;57;no-
1807;0;si-
1808;49;no-
1809;55;no-
1810;0;si-
1811;0;si-
1812;53;no-
1813;53;no-
1814;54;no-
1815;54;no-
1816;52;no-
1817;62;no-
1818;67;no-
1819;67;no-
1820;0;si-
1821;69;no-
1822;0;si-
1823;0;si-
1824;69;no-
1825;67;no-
1826;0;si-
1827;72;no-
1828;74;no-
1829;66;no-
1830;63;no-
1831;0;si-
1832;0;si-
1833;66;no-
1834;0;si-
1835;70;no-
1836;67;no-
1837;55;no-
1838;0;si-
1839;58;no-
1840;65;no-
1841;68;no-
1842;67;no-
1843;0;si-
1844;51;no-
1845;53;no-
1846;53;no-
1847;56;no-
1848;0;si-
1849;55;no-
1850;0;si-
1851;0;si-
1852;49;no-
1853;0;si-
1854;49;no-
1855;46;no-
1856;50;no-
1857;53;no-
