Resumen Busqueda:-
Tiempos de Busquedas:-
Ciclo Busqueda; Tiempo; Resultado-
159;4;no-
160;5;no-
161;4;no-
162;4;si-
163;4;no-
164;5;no-
165;5;no-
166;4;no-
167;5;no-
168;4;no-
169;5;no-
170;4;no-
171;4;si-
172;5;no-
173;5;no-
174;4;si-
175;4;no-
176;5;si-
177;5;si-
178;6;no-
179;5;no-
180;6;si-
181;5;si-
182;5;no-
183;5;no-
184;5;no-
185;6;no-
186;6;si-
187;7;no-
188;4;si-
189;6;no-
190;5;no-
191;4;no-
192;4;si-
193;5;no-
194;5;no-
195;5;no-
196;4;no-
197;4;no-
198;5;no-
199;4;no-
200;5;si-
201;4;no-
202;5;si-
203;4;no-
204;4;si-
205;4;si-
206;6;no-
207;4;no-
208;4;no-
209;5;no-
210;4;no-
211;4;si-
212;4;si-
213;5;no-
214;4;no-
215;4;no-
216;4;no-
217;5;si-
218;4;si-
219;4;si-
220;4;no-
221;6;no-
222;4;si-
223;4;no-
224;5;si-
225;4;no-
226;5;no-
227;4;si-
228;5;no-
229;4;no-
230;5;no-
231;4;no-
232;5;no-
233;4;si-
234;5;no-
235;4;si-
236;4;no-
237;4;no-
238;5;no-
239;4;no-
240;4;si-
241;5;no-
242;4;no-
243;4;si-
244;5;no-
245;4;no-
246;4;no-
247;4;no-
248;5;no-
249;5;no-
250;4;si-
251;4;no-
252;5;no-
253;4;no-
254;4;no-
255;4;no-
256;4;no-
257;4;no-
258;4;no-
259;5;si-
260;4;no-
261;5;no-
262;4;no-
263;5;no-
264;4;no-
265;4;no-
266;5;no-
267;5;si-
268;4;si-
269;4;no-
270;4;no-
271;4;si-
272;4;si-
273;4;no-
274;4;no-
275;4;si-
276;4;no-
277;4;no-
278;4;si-
279;4;no-
280;4;no-
281;5;no-
282;4;no-
283;4;si-
284;4;si-
285;4;si-
286;4;si-
287;4;no-
288;4;no-
289;4;no-
290;4;no-
291;4;si-
292;5;no-
293;5;no-
294;5;si-
295;5;no-
296;5;no-
297;5;no-
298;5;si-
299;4;no-
300;4;no-
301;6;no-
302;4;no-
303;5;no-
304;4;no-
305;4;no-
306;5;no-
307;4;no-
308;5;no-
309;4;si-
310;5;no-
311;4;si-
312;5;no-
313;5;no-
314;4;no-
315;7;si-
316;5;no-
317;6;no-
318;6;no-
319;7;no-
320;6;no-
321;5;no-
322;5;si-
323;4;si-
324;5;no-
325;5;no-
326;5;no-
327;4;no-
328;5;no-
329;5;no-
330;4;no-
331;5;no-
332;4;no-
333;5;no-
334;4;no-
335;5;no-
336;4;no-
337;4;si-
338;5;no-
339;5;no-
340;4;no-
341;5;no-
342;4;no-
343;5;no-
344;4;si-
345;4;no-
346;4;no-
347;5;no-
348;4;no-
349;5;no-
350;4;no-
351;5;no-
352;4;no-
353;4;no-
354;5;no-
355;4;no-
356;5;no-
357;5;no-
358;4;no-
359;4;no-
360;4;si-
361;4;no-
362;5;no-
363;4;no-
364;4;si-
365;5;no-
366;4;no-
367;5;si-
368;5;si-
369;4;no-
370;4;si-
371;5;no-
372;4;no-
373;5;no-
374;4;no-
375;4;no-
376;5;si-
377;5;si-
378;4;no-
379;5;no-
380;4;no-
381;0;si-
382;4;no-
383;4;no-
384;4;si-
385;4;no-
386;5;no-
387;5;no-
388;4;si-
389;5;si-
390;5;no-
391;4;si-
392;4;no-
393;4;si-
394;5;no-
395;4;si-
396;4;si-
397;5;no-
398;5;no-
399;4;si-
400;4;no-
401;5;no-
402;4;no-
403;4;si-
404;4;no-
405;5;no-
406;4;no-
407;4;si-
408;5;si-
409;5;si-
410;4;no-
411;5;no-
412;4;no-
413;4;no-
414;5;no-
415;4;no-
416;4;no-
417;4;si-
418;5;no-
419;4;si-
420;4;no-
421;5;no-
422;4;si-
423;4;si-
424;4;no-
425;5;no-
426;4;si-
427;4;no-
428;5;no-
429;4;si-
430;4;no-
431;4;no-
432;5;no-
433;5;no-
434;4;no-
435;4;no-
436;5;no-
437;4;no-
438;5;si-
439;5;no-
440;4;si-
441;5;no-
442;4;si-
443;4;no-
444;5;no-
445;4;si-
446;4;no-
447;5;no-
448;4;no-
449;4;si-
450;4;si-
451;4;no-
452;4;no-
453;5;no-
454;4;si-
455;4;no-
456;4;si-
457;4;no-
458;4;no-
459;4;no-
460;4;no-
461;5;si-
462;4;no-
463;4;si-
464;4;no-
465;4;no-
466;5;no-
467;4;si-
468;4;no-
469;4;si-
470;5;no-
471;5;no-
472;4;no-
473;4;no-
474;5;no-
475;4;no-
476;4;no-
477;5;si-
478;4;no-
479;4;no-
480;4;no-
481;5;no-
482;4;si-
483;4;no-
484;4;no-
485;4;no-
486;5;no-
487;5;si-
488;4;si-
489;4;no-
490;4;no-
491;4;no-
492;4;no-
493;4;no-
494;4;no-
495;4;si-
496;4;si-
497;4;no-
498;4;no-
499;4;no-
500;4;si-
501;3;si-
502;5;no-
503;4;no-
504;4;no-
505;5;si-
506;4;si-
507;5;si-
508;4;no-
509;5;no-
510;4;no-
511;5;no-
512;4;no-
513;4;no-
514;5;no-
515;4;no-
516;5;si-
517;5;no-
518;5;no-
519;4;si-
520;5;no-
521;5;si-
522;5;si-
523;5;si-
524;4;si-
525;5;no-
526;4;no-
527;5;no-
528;4;no-
529;5;no-
530;4;si-
531;5;no-
532;4;no-
533;5;no-
534;4;no-
535;5;no-
536;4;si-
537;4;no-
538;4;no-
539;5;si-
540;4;si-
541;5;no-
542;5;no-
543;4;no-
544;5;no-
545;4;no-
546;4;no-
547;5;no-
548;4;no-
549;4;si-
550;4;no-
551;4;si-
552;4;si-
553;5;no-
554;5;si-
555;4;si-
556;5;no-
557;4;no-
558;4;si-
559;4;no-
560;4;no-
561;4;no-
562;4;no-
563;5;no-
564;4;no-
565;4;no-
566;4;no-
567;4;no-
568;4;no-
569;4;no-
570;4;no-
571;5;si-
572;5;no-
573;4;si-
574;4;si-
575;5;no-
576;4;no-
577;5;no-
578;4;no-
579;5;no-
580;5;si-
581;4;no-
582;5;no-
583;4;no-
584;5;no-
585;4;no-
586;5;no-
587;4;no-
588;5;no-
589;5;no-
590;4;no-
591;5;si-
592;4;no-
593;4;no-
594;5;si-
595;5;no-
596;5;no-
597;4;si-
598;4;no-
599;4;si-
600;4;no-
601;5;no-
602;4;no-
603;4;no-
604;4;no-
605;5;si-
606;4;no-
607;5;si-
608;4;no-
609;4;no-
610;5;si-
611;4;no-
612;4;si-
613;5;no-
614;4;no-
615;4;si-
616;4;no-
617;4;no-
618;4;no-
619;5;no-
620;4;no-
621;4;no-
622;4;no-
623;4;no-
624;4;no-
625;4;no-
626;5;no-
627;4;no-
628;4;no-
629;5;no-
630;4;no-
631;5;no-
632;4;no-
633;4;no-
634;5;si-
635;5;si-
636;4;no-
637;4;no-
638;5;si-
639;4;no-
640;4;si-
641;5;no-
642;4;si-
643;5;no-
644;4;no-
645;5;si-
646;4;no-
647;4;no-
648;5;no-
649;4;no-
650;5;no-
651;4;no-
652;5;si-
653;4;si-
654;5;no-
655;4;no-
656;5;no-
657;5;si-
658;4;no-
659;5;no-
660;4;no-
661;5;si-
662;4;no-
663;4;si-
664;5;si-
665;4;si-
666;5;no-
667;5;si-
668;5;no-
669;4;si-
670;5;no-
671;4;no-
672;5;no-
673;4;no-
674;4;no-
675;5;no-
676;5;no-
677;4;no-
678;5;no-
679;4;si-
680;4;no-
681;5;si-
682;4;no-
683;5;si-
684;5;si-
685;4;no-
686;5;no-
687;4;no-
688;5;no-
689;4;si-
690;4;no-
691;4;no-
692;5;no-
693;5;no-
694;5;no-
695;4;si-
696;5;no-
697;4;no-
698;4;no-
699;5;si-
700;4;no-
701;5;no-
702;4;no-
703;4;si-
704;4;si-
705;4;si-
706;4;no-
707;5;no-
708;4;no-
709;5;no-
710;4;si-
711;4;si-
712;4;si-
713;5;si-
714;4;si-
715;4;no-
716;4;no-
717;5;si-
718;4;no-
719;5;si-
720;4;no-
721;4;no-
722;5;si-
723;4;no-
724;4;no-
725;5;no-
726;4;si-
727;4;no-
728;5;no-
729;5;no-
730;4;no-
731;4;no-
732;5;no-
733;4;no-
734;4;no-
735;4;no-
736;4;no-
737;4;si-
738;5;no-
739;4;si-
740;4;no-
741;4;no-
742;4;no-
743;5;no-
744;2;si-
745;4;no-
746;5;no-
747;4;no-
748;5;no-
749;5;no-
750;5;no-
751;4;no-
752;4;si-
753;4;si-
754;5;no-
755;4;si-
756;4;no-
757;5;no-
758;4;no-
759;5;no-
760;5;no-
761;4;no-
762;4;no-
763;5;no-
764;4;no-
765;4;no-
766;4;si-
767;4;no-
768;4;no-
769;4;si-
770;5;si-
771;4;no-
772;5;no-
773;4;no-
774;5;no-
775;4;no-
776;4;no-
777;5;no-
778;4;no-
779;4;no-
780;4;si-
781;4;si-
782;5;si-
783;5;si-
784;4;no-
785;5;si-
786;4;no-
787;4;no-
788;5;si-
789;5;no-
790;4;si-
791;4;no-
792;5;no-
793;4;no-
794;0;si-
795;4;no-
796;5;no-
797;4;si-
798;4;no-
799;5;si-
800;4;no-
801;5;no-
802;4;si-
803;4;si-
804;4;si-
805;5;no-
806;4;si-
807;4;no-
808;5;no-
809;4;si-
810;4;no-
811;4;no-
812;5;no-
813;4;si-
814;4;si-
815;5;no-
816;4;si-
817;4;si-
818;4;no-
819;5;no-
820;4;si-
821;4;no-
822;5;si-
823;4;si-
824;4;si-
825;5;no-
826;5;no-
827;4;no-
828;4;si-
829;4;no-
830;5;no-
831;5;si-
832;4;no-
833;4;si-
834;5;no-
835;4;no-
836;4;si-
837;4;si-
838;4;no-
839;4;si-
840;4;no-
841;4;no-
842;5;no-
843;4;no-
844;4;no-
845;4;no-
846;4;si-
847;5;no-
848;4;no-
849;5;no-
850;4;no-
851;4;no-
852;4;no-
853;4;si-
854;5;no-
855;4;si-
856;4;si-
857;4;si-
858;4;no-
859;4;no-
860;5;no-
861;4;no-
862;5;no-
863;4;no-
864;4;no-
865;5;si-
866;5;no-
867;4;no-
868;5;no-
869;4;no-
870;4;no-
871;5;no-
872;4;no-
873;5;si-
874;4;no-
875;4;no-
876;5;si-
877;4;si-
878;5;no-
879;4;no-
880;5;no-
881;4;no-
882;4;no-
883;5;no-
884;4;no-
885;4;si-
886;4;no-
887;4;no-
888;4;no-
889;5;no-
890;4;no-
891;4;no-
892;4;no-
893;4;no-
894;5;no-
895;4;no-
896;5;si-
897;5;no-
898;5;no-
899;4;no-
900;4;no-
901;5;si-
902;4;si-
903;4;no-
904;5;no-
905;4;no-
906;5;no-
907;5;no-
908;4;no-
909;4;si-
910;4;si-
911;4;no-
912;4;si-
913;4;no-
914;4;no-
915;5;no-
916;4;no-
917;4;si-
918;4;si-
919;4;no-
920;4;si-
921;4;no-
922;4;si-
923;5;si-
924;4;no-
925;1;si-
926;4;no-
927;4;no-
928;4;no-
929;4;no-
930;5;no-
931;4;si-
932;4;no-
933;4;no-
934;4;no-
935;5;no-
936;4;no-
937;5;si-
938;4;si-
939;5;no-
940;4;no-
941;4;no-
942;5;no-
943;4;no-
944;4;si-
945;5;si-
946;4;no-
947;4;no-
948;5;no-
949;4;no-
950;4;no-
951;5;si-
952;4;no-
953;5;no-
954;4;si-
955;4;no-
956;5;si-
957;4;no-
958;5;no-
959;4;si-
960;4;si-
961;4;si-
962;4;si-
963;4;no-
964;4;no-
965;4;no-
966;4;no-
967;5;si-
968;4;si-
969;5;no-
970;4;no-
971;4;si-
972;5;no-
973;5;no-
974;4;no-
975;4;no-
976;5;si-
977;5;si-
978;4;no-
979;5;no-
980;5;no-
981;5;no-
982;5;no-
983;4;no-
984;5;no-
985;4;si-
986;5;no-
987;4;si-
988;5;si-
989;4;si-
990;4;no-
991;5;no-
992;4;si-
993;4;si-
994;5;no-
995;4;no-
996;4;no-
997;5;no-
998;5;no-
999;4;si-
1000;4;no-
1001;5;no-
1002;5;no-
1003;5;no-
1004;4;no-
1005;5;si-
1006;4;si-
1007;4;si-
1008;5;no-
1009;4;no-
1010;4;no-
1011;4;si-
1012;4;si-
1013;0;si-
1014;5;no-
1015;4;no-
1016;4;no-
1017;4;no-
1018;4;no-
1019;4;no-
1020;5;no-
1021;5;no-
1022;4;si-
1023;4;no-
1024;4;no-
1025;4;no-
1026;4;si-
1027;4;no-
1028;4;si-
1029;5;si-
1030;4;si-
1031;5;no-
1032;4;no-
1033;5;no-
1034;4;no-
1035;4;no-
1036;4;no-
1037;4;si-
1038;4;no-
1039;4;no-
1040;5;no-
1041;5;no-
1042;4;si-
1043;4;no-
1044;5;no-
1045;5;si-
1046;4;si-
1047;4;no-
1048;5;no-
1049;4;si-
1050;4;no-
1051;5;no-
1052;5;no-
1053;4;no-
1054;4;no-
1055;5;no-
1056;5;no-
1057;4;no-
1058;5;no-
1059;4;si-
1060;4;si-
1061;4;si-
1062;4;no-
1063;4;no-
1064;4;no-
1065;4;no-
1066;4;no-
1067;6;no-
1068;4;si-
1069;4;no-
1070;4;no-
1071;4;no-
1072;4;no-
1073;5;no-
1074;5;si-
1075;4;no-
1076;4;no-
1077;5;no-
1078;4;no-
1079;4;si-
1080;5;si-
1081;5;no-
1082;4;si-
1083;5;si-
1084;4;si-
1085;4;si-
1086;5;si-
1087;4;no-
1088;4;si-
1089;5;no-
1090;4;no-
1091;4;no-
1092;5;si-
1093;4;no-
1094;5;no-
1095;4;si-
1096;4;si-
1097;5;no-
1098;5;no-
1099;5;no-
1100;4;no-
1101;5;si-
1102;4;no-
1103;5;no-
1104;4;no-
1105;5;no-
1106;5;no-
1107;4;si-
1108;4;no-
1109;4;no-
1110;5;no-
1111;4;si-
1112;5;no-
1113;4;no-
1114;4;no-
1115;5;no-
1116;4;no-
1117;5;si-
1118;4;no-
1119;5;si-
1120;5;si-
1121;5;no-
1122;4;no-
1123;5;no-
1124;4;no-
1125;4;no-
1126;4;no-
1127;5;si-
1128;4;no-
1129;4;si-
1130;4;no-
1131;4;no-
1132;4;no-
1133;4;no-
1134;4;no-
1135;4;no-
1136;5;si-
1137;5;si-
1138;4;no-
1139;5;no-
1140;4;si-
1141;4;si-
1142;4;no-
1143;4;si-
1144;4;no-
1145;5;no-
1146;4;si-
1147;4;si-
1148;5;no-
1149;4;no-
1150;5;si-
1151;4;no-
1152;4;no-
1153;4;no-
1154;4;si-
1155;5;no-
1156;5;no-
1157;4;no-
1158;5;no-
1159;4;no-
1160;4;no-
1161;4;no-
1162;4;no-
1163;4;no-
1164;5;no-
1165;4;no-
1166;4;no-
1167;4;si-
1168;4;si-
1169;4;no-
1170;4;si-
1171;5;si-
1172;4;si-
1173;4;no-
1174;4;no-
1175;5;no-
1176;5;no-
1177;4;no-
1178;4;no-
1179;4;no-
1180;5;si-
1181;4;no-
1182;4;si-
1183;4;si-
1184;5;no-
1185;4;no-
1186;4;no-
1187;5;no-
1188;4;no-
1189;4;no-
1190;5;si-
1191;4;no-
1192;4;si-
1193;5;no-
1194;4;no-
1195;4;no-
1196;4;si-
1197;5;no-
1198;4;si-
1199;4;si-
1200;4;no-
1201;4;si-
1202;5;si-
1203;5;no-
1204;4;si-
1205;4;si-
1206;5;no-
1207;4;no-
1208;4;si-
1209;5;si-
1210;4;si-
1211;5;no-
1212;5;no-
1213;5;si-
1214;4;no-
1215;5;no-
1216;5;si-
1217;5;no-
1218;5;no-
1219;5;no-
1220;4;si-
1221;4;no-
1222;4;si-
1223;4;si-
1224;5;si-
1225;4;no-
1226;4;no-
1227;5;si-
1228;5;no-
1229;4;no-
1230;4;si-
1231;5;si-
1232;4;si-
1233;4;si-
1234;4;no-
1235;5;no-
1236;4;si-
1237;5;no-
1238;4;no-
1239;4;no-
1240;4;no-
1241;5;no-
1242;4;no-
1243;4;no-
1244;4;si-
1245;4;si-
1246;4;no-
1247;4;no-
1248;5;si-
1249;5;no-
1250;4;no-
1251;5;no-
1252;4;no-
1253;4;no-
1254;5;si-
1255;5;no-
1256;4;no-
1257;4;no-
1258;5;no-
1259;4;no-
1260;5;si-
1261;5;si-
1262;4;si-
1263;5;no-
1264;4;no-
1265;5;no-
1266;4;no-
1267;5;si-
1268;4;no-
1269;4;no-
1270;4;no-
1271;4;no-
1272;5;no-
1273;4;si-
1274;4;no-
1275;4;no-
1276;4;no-
1277;4;si-
1278;4;no-
1279;4;no-
1280;5;no-
1281;4;si-
1282;5;no-
1283;4;si-
1284;5;si-
1285;4;no-
1286;4;no-
1287;5;no-
1288;4;no-
1289;4;no-
1290;4;si-
1291;5;no-
1292;4;no-
1293;4;no-
1294;5;no-
1295;4;no-
1296;4;no-
1297;4;si-
1298;4;no-
1299;4;no-
1300;4;si-
1301;4;si-
1302;4;no-
1303;4;si-
1304;4;no-
1305;4;no-
1306;4;no-
1307;4;si-
1308;4;no-
1309;5;no-
1310;4;no-
1311;4;no-
1312;4;no-
1313;4;si-
1314;4;no-
1315;4;no-
1316;4;no-
1317;5;si-
1318;4;no-
1319;4;no-
1320;4;no-
1321;4;no-
1322;5;no-
1323;4;no-
1324;5;no-
1325;4;no-
1326;5;no-
1327;4;no-
1328;4;no-
1329;4;no-
1330;4;si-
1331;5;si-
1332;4;no-
1333;4;no-
1334;5;no-
1335;4;no-
1336;5;si-
1337;4;si-
1338;5;si-
1339;4;no-
1340;5;no-
1341;4;no-
1342;5;no-
1343;5;no-
1344;5;no-
1345;4;no-
1346;4;no-
1347;5;no-
1348;4;no-
1349;4;no-
1350;4;no-
1351;5;no-
1352;4;si-
1353;4;si-
1354;4;si-
1355;5;no-
1356;5;no-
1357;4;no-
1358;4;si-
1359;4;no-
1360;4;si-
1361;4;no-
1362;5;no-
1363;5;si-
1364;4;no-
1365;4;si-
1366;5;no-
1367;4;no-
1368;4;si-
1369;5;si-
1370;4;si-
1371;5;no-
1372;5;no-
1373;4;no-
1374;4;si-
1375;4;si-
1376;4;no-
1377;5;no-
1378;5;si-
1379;4;si-
1380;4;no-
1381;4;no-
1382;5;no-
1383;4;no-
1384;5;no-
1385;4;no-
1386;4;no-
1387;4;no-
1388;4;si-
1389;4;si-
1390;4;no-
1391;4;no-
1392;4;no-
1393;4;si-
1394;5;no-
1395;4;si-
1396;4;si-
1397;5;no-
1398;5;no-
1399;4;no-
1400;4;no-
1401;5;si-
1402;5;no-
1403;5;no-
1404;4;no-
1405;4;si-
1406;4;no-
1407;4;no-
1408;4;si-
1409;5;si-
1410;4;no-
1411;4;no-
1412;4;no-
1413;4;no-
1414;4;no-
1415;4;no-
1416;5;no-
1417;4;no-
1418;4;si-
1419;4;no-
1420;4;si-
1421;5;no-
1422;5;si-
1423;4;no-
1424;4;si-
1425;4;no-
1426;4;si-
1427;4;no-
1428;5;no-
1429;4;no-
1430;4;si-
1431;4;no-
1432;4;no-
1433;4;no-
1434;4;no-
1435;6;no-
1436;5;no-
1437;4;no-
1438;4;no-
1439;5;no-
1440;5;si-
1441;5;no-
1442;4;no-
1443;5;si-
1444;4;si-
1445;4;no-
1446;5;no-
1447;4;no-
1448;5;no-
1449;5;no-
1450;4;si-
1451;5;no-
1452;4;no-
1453;4;si-
1454;4;no-
1455;5;no-
1456;5;si-
1457;4;no-
1458;4;no-
1459;5;no-
1460;4;no-
1461;5;si-
1462;5;no-
1463;5;no-
1464;4;no-
1465;4;no-
1466;5;no-
1467;4;no-
1468;5;si-
1469;4;no-
1470;5;no-
1471;4;no-
1472;5;si-
1473;4;no-
1474;4;si-
1475;5;no-
1476;5;si-
1477;4;no-
1478;4;no-
1479;5;no-
1480;5;no-
1481;4;si-
1482;4;no-
1483;5;no-
1484;5;no-
1485;4;si-
1486;4;no-
1487;4;si-
1488;5;no-
1489;4;si-
1490;4;no-
1491;4;no-
1492;4;no-
1493;4;si-
1494;4;si-
1495;5;no-
1496;4;si-
1497;4;no-
1498;4;no-
1499;4;no-
1500;4;si-
1501;5;no-
1502;4;no-
1503;4;si-
1504;4;si-
1505;4;no-
1506;5;no-
1507;5;si-
1508;4;no-
1509;5;no-
1510;4;si-
1511;5;no-
1512;5;no-
1513;4;si-
1514;4;no-
1515;4;no-
1516;4;si-
1517;5;si-
1518;4;no-
1519;5;no-
1520;4;si-
1521;4;si-
1522;4;no-
1523;5;no-
1524;4;si-
1525;4;no-
1526;4;no-
1527;4;si-
1528;4;no-
1529;4;si-
1530;4;no-
1531;5;no-
1532;5;no-
1533;4;no-
1534;4;no-
1535;4;no-
1536;4;no-
1537;4;no-
1538;4;no-
1539;4;si-
1540;4;no-
1541;4;no-
1542;5;si-
1543;4;no-
1544;5;no-
1545;4;no-
1546;4;no-
1547;5;no-
1548;5;no-
1549;4;no-
1550;4;no-
1551;4;no-
1552;4;si-
1553;5;si-
1554;4;no-
1555;5;no-
1556;4;no-
1557;4;no-
1558;5;si-
1559;4;no-
1560;4;si-
1561;4;no-
1562;5;no-
1563;4;si-
1564;4;si-
1565;4;no-
1566;5;si-
1567;5;no-
1568;4;no-
1569;5;si-
1570;4;no-
1571;4;no-
1572;4;no-
1573;5;no-
1574;5;no-
1575;4;no-
1576;5;si-
1577;5;no-
1578;4;no-
1579;4;no-
1580;5;no-
1581;5;no-
1582;4;no-
1583;6;no-
1584;5;no-
1585;4;no-
1586;4;no-
1587;5;no-
1588;4;si-
1589;4;no-
1590;5;no-
1591;4;si-
1592;4;no-
1593;4;no-
1594;4;no-
1595;5;no-
1596;4;si-
1597;4;no-
1598;4;no-
1599;5;no-
1600;5;no-
1601;4;si-
1602;4;no-
1603;4;no-
1604;4;no-
1605;5;no-
1606;4;si-
1607;5;no-
1608;4;si-
1609;4;no-
1610;4;no-
1611;5;no-
1612;4;si-
1613;4;no-
1614;4;no-
1615;5;no-
1616;5;si-
1617;4;no-
1618;5;no-
1619;4;no-
1620;4;si-
1621;4;no-
1622;5;no-
1623;4;si-
1624;4;no-
1625;5;no-
1626;5;no-
1627;4;no-
1628;4;no-
1629;5;no-
1630;5;no-
1631;4;no-
1632;4;si-
1633;5;no-
1634;5;no-
1635;4;no-
1636;5;no-
1637;4;no-
1638;5;no-
1639;4;si-
1640;4;no-
1641;4;no-
1642;5;no-
1643;4;no-
1644;4;no-
1645;4;si-
1646;4;no-
1647;4;no-
1648;5;no-
1649;4;si-
1650;5;no-
1651;4;si-
1652;4;si-
1653;4;no-
1654;4;no-
1655;5;no-
1656;4;si-
1657;5;no-
1658;4;si-
1659;5;si-
1660;5;no-
1661;4;no-
1662;5;no-
1663;4;no-
1664;5;si-
1665;4;si-
1666;5;no-
1667;5;no-
1668;6;si-
1669;4;no-
1670;5;no-
1671;5;si-
1672;4;no-
1673;5;no-
1674;4;no-
1675;5;si-
1676;4;si-
1677;5;si-
1678;4;no-
1679;5;no-
1680;4;no-
1681;5;no-
1682;5;no-
1683;4;no-
1684;4;no-
1685;5;no-
1686;4;si-
1687;4;si-
1688;5;no-
1689;4;no-
1690;5;no-
1691;4;no-
1692;5;no-
1693;5;si-
1694;4;no-
1695;5;no-
1696;5;no-
1697;5;no-
1698;5;si-
1699;4;no-
1700;4;no-
1701;5;no-
1702;5;si-
1703;4;no-
1704;5;no-
1705;4;si-
1706;5;no-
1707;4;no-
1708;4;no-
1709;5;si-
1710;4;si-
1711;5;si-
1712;4;si-
1713;4;no-
1714;5;si-
1715;5;no-
1716;4;no-
1717;4;no-
1718;4;no-
1719;4;no-
1720;4;no-
1721;4;no-
1722;4;no-
1723;4;si-
1724;5;no-
1725;5;no-
1726;4;no-
1727;4;si-
1728;4;si-
1729;5;si-
1730;4;no-
1731;4;no-
1732;4;no-
1733;4;no-
1734;4;no-
1735;5;no-
1736;5;si-
1737;4;no-
1738;5;si-
1739;4;no-
1740;4;no-
1741;4;no-
1742;4;no-
1743;4;si-
1744;4;si-
1745;1;si-
1746;4;no-
1747;5;no-
1748;4;no-
1749;5;no-
1750;4;si-
1751;5;no-
1752;4;si-
1753;4;no-
1754;5;no-
1755;4;no-
1756;5;si-
1757;4;no-
1758;4;no-
1759;5;no-
1760;4;no-
1761;4;no-
1762;4;no-
1763;4;no-
1764;5;no-
1765;4;no-
1766;4;si-
1767;4;si-
1768;4;no-
1769;4;si-
1770;5;no-
1771;5;si-
1772;4;no-
1773;4;no-
1774;4;si-
1775;4;no-
1776;4;no-
1777;4;si-
1778;4;no-
1779;4;no-
1780;5;no-
1781;4;no-
1782;4;no-
1783;5;no-
1784;4;si-
1785;4;no-
1786;5;no-
1787;4;si-
1788;4;si-
1789;5;si-
1790;5;no-
1791;4;no-
1792;5;si-
1793;4;no-
1794;4;si-
1795;5;no-
1796;4;si-
1797;5;no-
1798;5;si-
1799;4;no-
1800;5;no-
1801;4;no-
1802;4;si-
1803;5;si-
1804;4;no-
1805;5;no-
1806;5;no-
1807;4;no-
1808;5;no-
1809;4;no-
1810;4;no-
1811;4;no-
1812;4;no-
1813;5;no-
1814;4;no-
1815;4;no-
1816;4;no-
1817;4;no-
1818;4;si-
1819;4;no-
1820;5;no-
1821;5;no-
1822;4;no-
1823;5;si-
1824;4;si-
1825;4;si-
1826;4;si-
1827;4;no-
1828;5;no-
1829;4;si-
1830;4;no-
1831;4;no-
1832;5;si-
1833;4;no-
1834;4;no-
1835;4;no-
1836;4;no-
1837;4;no-
1838;5;no-
1839;4;no-
1840;4;no-
1841;4;si-
1842;4;no-
1843;4;no-
1844;5;no-
1845;4;no-
1846;4;no-
1847;4;no-
1848;4;no-
1849;4;no-
1850;4;no-
1851;4;no-
1852;5;no-
1853;4;no-
1854;4;si-
1855;4;si-
1856;4;si-
1857;4;no-
1858;4;no-
1859;4;si-
1860;5;si-
1861;5;no-
