Resumen Busqueda:-
Tiempos de Busquedas:-
Ciclo Busqueda; Tiempo; Resultado-
289;9;no-
290;9;no-
291;9;si-
292;8;no-
293;10;no-
294;9;si-
295;9;no-
296;9;no-
297;9;no-
298;8;si-
299;9;no-
300;10;no-
301;10;no-
302;9;no-
303;9;no-
304;9;no-
305;9;no-
306;9;no-
307;8;no-
308;10;no-
309;9;si-
310;9;no-
311;8;si-
312;9;no-
313;10;no-
314;9;no-
315;9;si-
316;9;no-
317;8;no-
318;9;no-
319;10;no-
320;9;no-
321;9;no-
322;9;si-
323;9;si-
324;8;no-
325;9;no-
326;9;no-
327;9;no-
328;10;no-
329;9;no-
330;8;no-
331;9;no-
332;9;no-
333;9;no-
334;9;no-
335;9;no-
336;10;no-
337;9;si-
338;9;no-
339;8;no-
340;9;no-
341;10;no-
342;9;no-
343;9;no-
344;9;si-
345;9;no-
346;9;no-
347;9;no-
348;9;no-
349;9;no-
350;9;no-
351;9;no-
352;8;no-
353;9;no-
354;8;no-
355;9;no-
356;8;no-
357;8;no-
358;9;no-
359;9;no-
360;8;si-
361;9;no-
362;9;no-
363;8;no-
364;9;si-
365;8;no-
366;9;no-
367;9;si-
368;9;si-
369;9;no-
370;8;si-
371;10;no-
372;9;no-
373;8;no-
374;9;no-
375;8;no-
376;9;si-
377;8;si-
378;9;no-
379;8;no-
380;9;no-
381;0;si-
382;8;no-
383;8;no-
384;8;si-
385;9;no-
386;9;no-
387;9;no-
388;9;si-
389;8;si-
390;9;no-
391;9;si-
392;10;no-
393;9;si-
394;8;no-
395;9;si-
396;8;si-
397;8;no-
398;9;no-
399;9;si-
400;9;no-
401;9;no-
402;9;no-
403;9;si-
404;8;no-
405;10;no-
406;8;no-
407;9;si-
408;8;si-
409;9;si-
410;9;no-
411;9;no-
412;8;no-
413;10;no-
414;9;no-
415;9;no-
416;8;no-
417;9;si-
418;8;no-
419;9;si-
420;9;no-
421;9;no-
422;10;si-
423;9;si-
424;9;no-
425;8;no-
426;10;si-
427;8;no-
428;9;no-
429;9;si-
430;9;no-
431;9;no-
432;9;no-
433;8;no-
434;9;no-
435;9;no-
436;9;no-
437;9;no-
438;9;si-
439;8;no-
440;10;si-
441;8;no-
442;9;si-
443;8;no-
444;10;no-
445;9;si-
446;8;no-
447;9;no-
448;8;no-
449;9;si-
450;8;si-
451;9;no-
452;9;no-
453;9;no-
454;8;si-
455;8;no-
456;10;si-
457;9;no-
458;9;no-
459;9;no-
460;9;no-
461;9;si-
462;9;no-
463;8;si-
464;9;no-
465;8;no-
466;9;no-
467;8;si-
468;8;no-
469;9;si-
470;8;no-
471;9;no-
472;8;no-
473;9;no-
474;10;no-
475;8;no-
476;10;no-
477;9;si-
478;8;no-
479;10;no-
480;8;no-
481;9;no-
482;8;si-
483;8;no-
484;9;no-
485;8;no-
486;9;no-
487;8;si-
488;9;si-
489;10;no-
490;8;no-
491;9;no-
492;9;no-
493;8;no-
494;9;no-
495;9;si-
496;8;si-
497;10;no-
498;8;no-
499;10;no-
500;8;si-
501;9;si-
502;9;no-
503;9;no-
504;9;no-
505;9;si-
506;9;si-
507;8;si-
508;9;no-
509;9;no-
510;9;no-
511;9;no-
512;8;no-
513;9;no-
514;8;no-
515;9;no-
516;8;si-
517;9;no-
518;9;no-
519;8;si-
520;8;no-
521;9;si-
522;9;si-
523;9;si-
524;8;si-
525;9;no-
526;9;no-
527;9;no-
528;9;no-
529;8;no-
530;8;si-
531;10;no-
532;9;no-
533;8;no-
534;8;no-
535;10;no-
536;8;si-
537;9;no-
538;8;no-
539;9;si-
540;9;si-
541;9;no-
542;8;no-
543;9;no-
544;8;no-
545;9;no-
546;9;no-
547;9;no-
548;10;no-
549;8;si-
550;9;no-
551;10;si-
552;8;si-
553;9;no-
554;9;si-
555;10;si-
556;8;no-
557;9;no-
558;8;si-
559;9;no-
560;9;no-
561;9;no-
562;9;no-
563;9;no-
564;9;no-
565;9;no-
566;9;no-
567;9;no-
568;9;no-
569;9;no-
570;9;no-
571;9;si-
572;8;no-
573;9;si-
574;8;si-
575;8;no-
576;9;no-
577;9;no-
578;9;no-
579;9;no-
580;9;si-
581;9;no-
582;9;no-
583;8;no-
584;8;no-
585;9;no-
586;8;no-
587;9;no-
588;8;no-
589;9;no-
590;9;no-
591;9;si-
592;9;no-
593;8;no-
594;8;si-
595;9;no-
596;8;no-
597;9;si-
598;9;no-
599;9;si-
600;9;no-
601;9;no-
602;8;no-
603;9;no-
604;8;no-
605;8;si-
606;9;no-
607;8;si-
608;9;no-
609;8;no-
610;8;si-
611;9;no-
612;8;si-
613;9;no-
614;8;no-
615;10;si-
616;9;no-
617;9;no-
618;9;no-
619;9;no-
620;8;no-
621;9;no-
622;8;no-
623;8;no-
624;9;no-
625;8;no-
626;9;no-
627;8;no-
628;10;no-
629;9;no-
630;9;no-
631;8;no-
632;9;no-
633;9;no-
634;10;si-
635;9;si-
636;9;no-
637;10;no-
638;11;si-
639;9;no-
640;9;si-
641;9;no-
642;9;si-
643;8;no-
644;10;no-
645;8;si-
646;10;no-
647;9;no-
648;9;no-
649;8;no-
650;10;no-
651;9;no-
652;8;si-
653;9;si-
654;9;no-
655;9;no-
656;9;no-
657;9;si-
658;9;no-
659;9;no-
660;9;no-
661;9;si-
662;9;no-
663;9;si-
664;8;si-
665;10;si-
666;9;no-
667;9;si-
668;9;no-
669;9;si-
670;9;no-
671;9;no-
672;8;no-
673;8;no-
674;9;no-
675;8;no-
676;10;no-
677;9;no-
678;8;no-
679;8;si-
680;10;no-
681;9;si-
682;9;no-
683;8;si-
684;9;si-
685;9;no-
686;9;no-
687;9;no-
688;9;no-
689;9;si-
690;9;no-
691;9;no-
692;9;no-
693;8;no-
694;10;no-
695;9;si-
696;8;no-
697;10;no-
698;9;no-
699;9;si-
700;8;no-
701;9;no-
702;9;no-
703;9;si-
704;9;si-
705;8;si-
706;9;no-
707;10;no-
708;9;no-
709;8;no-
710;9;si-
711;10;si-
712;9;si-
713;9;si-
714;9;si-
715;9;no-
716;9;no-
717;8;si-
718;9;no-
719;9;si-
720;9;no-
721;10;no-
722;9;si-
723;9;no-
724;9;no-
725;9;no-
726;9;si-
727;9;no-
728;9;no-
729;8;no-
730;8;no-
731;10;no-
732;9;no-
733;9;no-
734;10;no-
735;8;no-
736;10;no-
737;9;si-
738;9;no-
739;9;si-
740;10;no-
741;9;no-
742;9;no-
743;9;no-
744;1;si-
745;9;no-
746;10;no-
747;8;no-
748;9;no-
749;9;no-
750;8;no-
751;9;no-
752;9;si-
753;9;si-
754;8;no-
755;9;si-
756;8;no-
757;9;no-
758;10;no-
759;8;no-
760;9;no-
761;8;no-
762;9;no-
763;8;no-
764;8;no-
765;8;no-
766;9;si-
767;8;no-
768;9;no-
769;8;si-
770;9;si-
771;8;no-
772;8;no-
773;10;no-
774;9;no-
775;9;no-
776;9;no-
777;8;no-
778;9;no-
779;10;no-
780;9;si-
781;8;si-
782;9;si-
783;9;si-
784;9;no-
785;8;si-
786;9;no-
787;10;no-
788;8;si-
789;9;no-
790;9;si-
791;9;no-
792;9;no-
793;11;no-
794;0;si-
795;11;no-
796;10;no-
797;9;si-
798;12;no-
799;12;si-
800;10;no-
801;9;no-
802;9;si-
803;9;si-
804;8;si-
805;10;no-
806;8;si-
807;9;no-
808;9;no-
809;10;si-
810;9;no-
811;9;no-
812;9;no-
813;9;si-
814;9;si-
815;9;no-
816;9;si-
817;9;si-
818;9;no-
819;9;no-
820;9;si-
821;9;no-
822;9;si-
823;9;si-
824;9;si-
825;9;no-
826;9;no-
827;8;no-
828;9;si-
829;8;no-
830;9;no-
831;8;si-
832;9;no-
833;8;si-
834;9;no-
835;8;no-
836;9;si-
837;8;si-
838;8;no-
839;9;si-
840;10;no-
841;9;no-
842;9;no-
843;9;no-
844;9;no-
845;10;no-
846;8;si-
847;9;no-
848;9;no-
849;9;no-
850;9;no-
851;9;no-
852;10;no-
853;8;si-
854;10;no-
855;9;si-
856;9;si-
857;9;si-
858;10;no-
859;9;no-
860;9;no-
861;9;no-
862;9;no-
863;9;no-
864;9;no-
865;9;si-
866;9;no-
867;9;no-
868;9;no-
869;9;no-
870;10;no-
871;9;no-
872;9;no-
873;8;si-
874;9;no-
875;10;no-
876;9;si-
877;9;si-
878;10;no-
879;9;no-
880;9;no-
881;9;no-
882;9;no-
883;9;no-
884;8;no-
885;10;si-
886;8;no-
887;9;no-
888;9;no-
889;10;no-
890;8;no-
891;9;no-
892;9;no-
893;9;no-
894;9;no-
895;9;no-
896;10;si-
897;9;no-
898;9;no-
899;9;no-
900;9;no-
901;8;si-
902;9;si-
903;9;no-
904;9;no-
905;9;no-
906;9;no-
907;9;no-
908;9;no-
909;8;si-
910;9;si-
911;9;no-
912;10;si-
913;8;no-
914;10;no-
915;8;no-
916;10;no-
917;9;si-
918;9;si-
919;10;no-
920;8;si-
921;9;no-
922;9;si-
923;9;si-
924;10;no-
925;1;si-
926;8;no-
927;9;no-
928;9;no-
929;9;no-
930;9;no-
931;9;si-
932;10;no-
933;9;no-
934;9;no-
935;9;no-
936;9;no-
937;9;si-
938;9;si-
939;9;no-
940;9;no-
941;9;no-
942;9;no-
943;9;no-
944;9;si-
945;8;si-
946;9;no-
947;9;no-
948;9;no-
949;9;no-
950;9;no-
951;9;si-
952;9;no-
953;9;no-
954;9;si-
955;8;no-
956;9;si-
957;9;no-
958;9;no-
959;9;si-
960;9;si-
961;9;si-
962;8;si-
963;10;no-
964;8;no-
965;10;no-
966;9;no-
967;9;si-
968;8;si-
969;9;no-
970;9;no-
971;9;si-
972;9;no-
973;9;no-
974;9;no-
975;8;no-
976;9;si-
977;9;si-
978;9;no-
979;9;no-
980;8;no-
981;9;no-
982;9;no-
983;10;no-
984;9;no-
985;8;si-
986;10;no-
987;9;si-
988;9;si-
989;8;si-
990;9;no-
991;9;no-
992;9;si-
993;9;si-
994;9;no-
995;9;no-
996;9;no-
997;9;no-
998;10;no-
999;7;si-
1000;9;no-
1001;9;no-
1002;10;no-
1003;9;no-
1004;9;no-
1005;9;si-
1006;9;si-
1007;8;si-
1008;10;no-
1009;9;no-
1010;9;no-
1011;9;si-
1012;9;si-
1013;0;si-
1014;9;no-
1015;8;no-
1016;10;no-
1017;8;no-
1018;10;no-
1019;9;no-
1020;9;no-
1021;9;no-
1022;9;si-
1023;9;no-
1024;9;no-
1025;9;no-
1026;9;si-
1027;10;no-
1028;8;si-
1029;10;si-
1030;9;si-
1031;9;no-
1032;9;no-
1033;9;no-
1034;9;no-
1035;9;no-
1036;8;no-
1037;9;si-
1038;9;no-
1039;9;no-
1040;9;no-
1041;9;no-
1042;10;si-
1043;8;no-
1044;9;no-
1045;9;si-
1046;9;si-
1047;9;no-
1048;9;no-
1049;9;si-
1050;9;no-
1051;9;no-
1052;9;no-
1053;9;no-
1054;9;no-
1055;9;no-
1056;9;no-
1057;9;no-
1058;9;no-
1059;10;si-
1060;9;si-
1061;3;si-
1062;8;no-
1063;10;no-
1064;9;no-
1065;12;no-
1066;12;no-
1067;10;no-
1068;10;si-
1069;10;no-
1070;11;no-
1071;10;no-
1072;9;no-
1073;10;no-
1074;10;si-
1075;9;no-
1076;10;no-
1077;10;no-
1078;10;no-
1079;9;si-
1080;10;si-
1081;9;no-
1082;10;si-
1083;10;si-
1084;9;si-
1085;10;si-
1086;11;si-
1087;10;no-
1088;9;si-
1089;11;no-
1090;10;no-
1091;10;no-
1092;10;si-
1093;9;no-
1094;10;no-
1095;10;si-
1096;9;si-
1097;10;no-
1098;10;no-
1099;10;no-
1100;10;no-
1101;10;si-
1102;10;no-
1103;10;no-
1104;10;no-
1105;9;no-
1106;9;no-
1107;10;si-
1108;10;no-
1109;10;no-
1110;10;no-
1111;10;si-
1112;10;no-
1113;9;no-
1114;9;no-
1115;10;no-
1116;10;no-
1117;10;si-
1118;10;no-
1119;10;si-
1120;9;si-
1121;10;no-
1122;10;no-
1123;9;no-
1124;10;no-
1125;9;no-
1126;10;no-
1127;9;si-
1128;10;no-
1129;9;si-
1130;10;no-
1131;10;no-
1132;10;no-
1133;9;no-
1134;10;no-
1135;10;no-
1136;9;si-
1137;10;si-
1138;10;no-
1139;9;no-
1140;10;si-
1141;9;si-
1142;10;no-
1143;9;si-
1144;10;no-
1145;9;no-
1146;10;si-
1147;9;si-
1148;10;no-
1149;10;no-
1150;10;si-
1151;10;no-
1152;10;no-
1153;9;no-
1154;10;si-
1155;10;no-
1156;10;no-
1157;9;no-
1158;10;no-
1159;9;no-
1160;9;no-
1161;9;no-
1162;10;no-
1163;9;no-
1164;10;no-
1165;10;no-
1166;9;no-
1167;9;si-
1168;10;si-
1169;8;no-
1170;9;si-
1171;8;si-
1172;9;si-
1173;9;no-
1174;9;no-
1175;10;no-
1176;9;no-
1177;9;no-
1178;10;no-
1179;9;no-
1180;8;si-
1181;9;no-
1182;9;si-
1183;8;si-
1184;9;no-
1185;9;no-
1186;10;no-
1187;8;no-
1188;9;no-
1189;9;no-
1190;9;si-
1191;8;no-
1192;9;si-
1193;10;no-
1194;8;no-
1195;8;no-
1196;5;si-
1197;10;no-
1198;9;si-
1199;9;si-
1200;9;no-
1201;9;si-
1202;9;si-
1203;9;no-
1204;9;si-
1205;10;si-
1206;9;no-
1207;9;no-
1208;10;si-
1209;9;si-
1210;9;si-
1211;10;no-
1212;10;no-
1213;10;si-
1214;9;no-
1215;10;no-
1216;10;si-
1217;11;no-
1218;11;no-
1219;10;no-
1220;10;si-
1221;10;no-
1222;10;si-
1223;10;si-
1224;10;si-
1225;9;no-
1226;10;no-
1227;10;si-
1228;9;no-
1229;10;no-
1230;10;si-
1231;10;si-
1232;10;si-
1233;11;si-
1234;9;no-
1235;10;no-
1236;9;si-
1237;10;no-
1238;9;no-
1239;10;no-
1240;10;no-
1241;9;no-
1242;10;no-
1243;9;no-
1244;8;si-
1245;9;si-
1246;9;no-
1247;9;no-
1248;9;si-
1249;9;no-
1250;9;no-
1251;8;no-
1252;9;no-
1253;9;no-
1254;9;si-
1255;10;no-
1256;9;no-
1257;10;no-
1258;8;no-
1259;8;no-
1260;8;si-
1261;9;si-
1262;9;si-
1263;9;no-
1264;9;no-
1265;9;no-
1266;9;no-
1267;9;si-
1268;9;no-
1269;9;no-
1270;9;no-
1271;9;no-
1272;8;no-
1273;10;si-
1274;9;no-
1275;9;no-
1276;9;no-
1277;9;si-
1278;9;no-
1279;9;no-
1280;9;no-
1281;9;si-
1282;9;no-
1283;9;si-
1284;9;si-
1285;9;no-
1286;9;no-
1287;9;no-
1288;9;no-
1289;8;no-
1290;10;si-
1291;9;no-
1292;9;no-
1293;9;no-
1294;9;no-
1295;9;no-
1296;10;no-
1297;9;si-
1298;8;no-
1299;10;no-
1300;9;si-
1301;9;si-
1302;9;no-
1303;8;si-
1304;9;no-
1305;9;no-
1306;10;no-
1307;9;si-
1308;8;no-
1309;10;no-
1310;9;no-
1311;8;no-
1312;9;no-
1313;9;si-
1314;10;no-
1315;9;no-
1316;9;no-
1317;9;si-
1318;9;no-
1319;9;no-
1320;10;no-
1321;9;no-
1322;9;no-
1323;9;no-
1324;9;no-
1325;10;no-
1326;9;no-
1327;8;no-
1328;9;no-
1329;10;no-
1330;9;si-
1331;9;si-
1332;9;no-
1333;9;no-
1334;9;no-
1335;9;no-
1336;9;si-
1337;9;si-
1338;9;si-
1339;9;no-
1340;9;no-
1341;9;no-
1342;9;no-
1343;9;no-
1344;9;no-
1345;9;no-
1346;8;si-
1347;9;no-
1348;8;no-
1349;8;no-
1350;9;no-
1351;9;no-
1352;9;si-
1353;9;si-
1354;9;si-
1355;9;no-
1356;10;no-
1357;10;no-
1358;9;si-
1359;8;no-
1360;9;si-
1361;10;no-
1362;9;no-
1363;10;si-
1364;9;no-
1365;11;si-
1366;9;no-
1367;9;no-
1368;9;si-
1369;9;si-
1370;8;si-
1371;10;no-
1372;8;no-
1373;9;no-
1374;9;si-
1375;9;si-
1376;9;no-
1377;8;no-
1378;9;si-
1379;8;si-
1380;10;no-
1381;9;no-
1382;9;no-
1383;8;no-
1384;9;no-
1385;10;no-
1386;9;no-
1387;9;no-
1388;8;si-
1389;9;si-
1390;9;no-
1391;9;no-
1392;9;no-
1393;9;si-
1394;8;no-
1395;9;si-
1396;10;si-
1397;5;si-
1398;9;no-
1399;9;no-
1400;9;no-
1401;9;si-
1402;9;no-
1403;8;no-
1404;10;no-
1405;9;si-
1406;9;no-
1407;8;no-
1408;9;si-
1409;8;si-
1410;9;no-
1411;8;no-
1412;9;no-
1413;8;no-
1414;10;no-
1415;9;no-
1416;9;no-
1417;8;no-
1418;10;si-
1419;9;no-
1420;10;si-
1421;10;no-
1422;8;si-
1423;10;no-
1424;9;si-
1425;9;no-
1426;9;si-
1427;9;no-
1428;8;no-
1429;9;no-
1430;9;si-
1431;10;no-
1432;9;no-
1433;9;no-
1434;8;no-
1435;9;no-
1436;9;no-
1437;9;no-
1438;9;no-
1439;10;no-
1440;9;si-
1441;9;no-
1442;9;no-
1443;9;si-
1444;8;si-
1445;10;no-
1446;9;no-
1447;8;no-
1448;9;no-
1449;8;no-
1450;9;si-
1451;9;no-
1452;9;no-
1453;8;si-
1454;9;no-
1455;8;no-
1456;9;si-
1457;9;no-
1458;9;no-
1459;9;no-
1460;9;no-
1461;10;si-
1462;8;no-
1463;9;no-
1464;8;no-
1465;9;no-
1466;8;no-
1467;9;no-
1468;8;si-
1469;9;no-
1470;9;no-
1471;8;no-
1472;9;si-
1473;9;no-
1474;10;si-
1475;9;no-
1476;8;si-
1477;9;no-
1478;9;no-
1479;8;no-
1480;9;no-
1481;10;si-
1482;8;no-
1483;9;no-
1484;9;no-
1485;8;si-
1486;10;no-
1487;8;si-
1488;9;no-
1489;9;si-
1490;9;no-
1491;9;no-
1492;9;no-
1493;10;si-
1494;8;si-
1495;10;no-
1496;9;si-
1497;8;no-
1498;8;no-
1499;10;no-
1500;9;si-
1501;9;no-
1502;9;no-
1503;9;si-
1504;10;si-
1505;9;no-
1506;9;no-
1507;8;si-
1508;9;no-
1509;9;no-
1510;10;si-
1511;8;no-
1512;9;no-
1513;8;si-
1514;10;no-
1515;10;no-
1516;8;si-
1517;9;si-
1518;9;no-
1519;9;no-
1520;9;si-
1521;9;si-
1522;9;no-
1523;9;no-
1524;9;si-
1525;9;no-
1526;9;no-
1527;9;si-
1528;9;no-
1529;9;si-
1530;10;no-
1531;6;si-
1532;8;no-
1533;10;no-
1534;8;no-
1535;9;no-
1536;9;no-
1537;9;no-
1538;9;no-
1539;9;si-
1540;8;no-
1541;9;no-
1542;9;si-
1543;10;no-
1544;9;no-
1545;10;no-
1546;9;no-
1547;9;no-
1548;8;no-
1549;10;no-
1550;10;no-
1551;9;no-
1552;8;si-
1553;9;si-
1554;8;no-
1555;10;no-
1556;9;no-
1557;8;no-
1558;9;si-
1559;9;no-
1560;8;si-
1561;9;no-
1562;9;no-
1563;8;si-
1564;9;si-
1565;8;no-
1566;9;si-
1567;9;no-
1568;9;no-
1569;8;si-
1570;8;no-
1571;8;no-
1572;10;no-
1573;9;no-
1574;9;no-
1575;9;no-
1576;10;si-
1577;9;no-
1578;8;no-
1579;10;no-
1580;9;no-
1581;9;no-
1582;8;no-
1583;9;no-
1584;8;no-
1585;9;no-
1586;8;no-
1587;9;no-
1588;8;si-
1589;10;no-
1590;9;no-
1591;9;si-
1592;8;no-
1593;9;no-
1594;10;no-
1595;9;no-
1596;9;si-
1597;9;no-
1598;9;no-
1599;8;no-
1600;9;no-
1601;9;si-
1602;9;no-
1603;9;no-
1604;9;no-
1605;9;no-
1606;9;si-
1607;8;no-
1608;9;si-
1609;8;no-
1610;9;no-
1611;8;no-
1612;4;si-
1613;10;no-
1614;9;no-
1615;9;no-
1616;9;si-
1617;9;no-
1618;10;no-
1619;9;no-
1620;8;si-
1621;9;no-
1622;9;no-
1623;9;si-
1624;8;no-
1625;9;no-
1626;8;no-
1627;10;no-
1628;9;no-
1629;9;no-
1630;9;no-
1631;10;no-
1632;9;si-
1633;7;si-
1634;13;no-
1635;10;no-
1636;10;no-
1637;9;no-
1638;9;no-
1639;9;si-
1640;10;no-
1641;9;no-
1642;9;no-
1643;10;no-
1644;9;no-
1645;10;si-
1646;9;no-
1647;10;no-
1648;9;no-
1649;10;si-
1650;10;no-
1651;9;si-
1652;10;si-
1653;8;no-
1654;10;no-
1655;9;no-
1656;9;si-
1657;9;no-
1658;8;si-
1659;9;si-
1660;9;no-
1661;9;no-
1662;9;no-
1663;10;no-
1664;8;si-
1665;9;si-
1666;9;no-
1667;9;no-
1668;9;si-
1669;9;no-
1670;8;no-
1671;9;si-
1672;9;no-
1673;9;no-
1674;9;no-
1675;9;si-
1676;9;si-
1677;9;si-
1678;9;no-
1679;9;no-
1680;9;no-
1681;9;no-
1682;9;no-
1683;9;no-
1684;9;no-
1685;10;no-
1686;9;si-
1687;10;si-
1688;9;no-
1689;10;no-
1690;9;no-
1691;9;no-
1692;9;no-
1693;10;si-
1694;9;no-
1695;9;no-
1696;10;no-
1697;8;no-
1698;9;si-
1699;9;no-
1700;9;no-
1701;9;no-
1702;9;si-
1703;9;no-
1704;9;no-
1705;8;si-
1706;10;no-
1707;9;no-
1708;9;no-
1709;9;si-
1710;9;si-
1711;8;si-
1712;9;si-
1713;9;no-
1714;10;si-
1715;9;no-
1716;10;no-
1717;9;no-
1718;9;no-
1719;9;no-
1720;9;no-
1721;9;no-
1722;9;no-
1723;8;si-
1724;10;no-
1725;9;no-
1726;9;no-
1727;9;si-
1728;10;si-
1729;8;si-
1730;9;no-
1731;9;no-
1732;9;no-
1733;9;no-
1734;10;no-
1735;9;no-
1736;9;si-
1737;9;no-
1738;9;si-
1739;10;no-
1740;8;no-
1741;9;no-
1742;9;no-
1743;9;si-
1744;9;si-
1745;1;si-
1746;9;no-
1747;9;no-
1748;9;no-
1749;9;no-
1750;7;si-
1751;9;no-
1752;9;si-
1753;9;no-
1754;9;no-
1755;9;no-
1756;9;si-
1757;9;no-
1758;9;no-
1759;9;no-
1760;9;no-
1761;8;no-
1762;10;no-
1763;10;no-
1764;9;no-
1765;8;no-
1766;9;si-
1767;9;si-
1768;8;no-
1769;9;si-
1770;9;no-
1771;9;si-
1772;9;no-
1773;9;no-
1774;10;si-
1775;9;no-
1776;9;no-
1777;9;si-
1778;9;no-
1779;9;no-
1780;10;no-
1781;9;no-
1782;9;no-
1783;9;no-
1784;8;si-
1785;9;no-
1786;9;no-
1787;9;si-
1788;8;si-
1789;9;si-
1790;9;no-
1791;9;no-
1792;9;si-
1793;9;no-
1794;9;si-
1795;9;no-
1796;9;si-
1797;9;no-
1798;9;si-
1799;9;no-
1800;9;no-
1801;10;no-
1802;9;si-
1803;9;si-
1804;10;no-
1805;8;no-
1806;10;no-
1807;9;no-
1808;10;no-
1809;9;no-
1810;10;no-
1811;8;no-
1812;9;no-
1813;8;no-
1814;9;no-
1815;10;no-
1816;9;no-
1817;9;no-
1818;9;si-
1819;9;no-
1820;8;no-
1821;10;no-
1822;8;no-
1823;10;si-
1824;9;si-
1825;9;si-
1826;9;si-
1827;8;no-
1828;9;no-
1829;9;si-
1830;10;no-
1831;8;no-
1832;10;si-
1833;9;no-
1834;8;no-
1835;9;no-
1836;9;no-
1837;9;no-
1838;9;no-
1839;8;no-
1840;9;no-
1841;8;si-
1842;10;no-
1843;9;no-
1844;8;no-
1845;9;no-
1846;10;no-
1847;8;no-
1848;9;no-
1849;9;no-
1850;8;no-
1851;10;no-
1852;9;no-
1853;10;no-
1854;9;si-
1855;8;si-
1856;10;si-
1857;8;no-
1858;9;no-
1859;9;si-
1860;8;si-
1861;9;no-
