Resumen Busqueda Ordenada:-
Tiempos de Busquedas Ordenadas:-
Ciclo Busqueda Ordenada; Tiempo; Resultado-
622;17;no-
623;0;si-
624;16;no-
625;21;no-
626;17;no-
627;16;no-
628;17;no-
629;17;no-
630;16;no-
631;0;si-
632;20;no-
633;0;si-
634;17;no-
635;16;no-
636;17;no-
637;0;si-
638;0;si-
639;17;no-
640;16;no-
641;0;si-
642;0;si-
643;17;no-
644;16;no-
645;17;no-
646;16;no-
647;17;no-
648;0;si-
649;16;no-
650;21;no-
651;16;no-
652;17;no-
653;0;si-
654;17;no-
655;0;si-
656;20;no-
657;17;no-
658;16;no-
659;20;no-
660;18;no-
661;0;si-
662;20;no-
663;19;no-
664;18;no-
665;17;no-
666;18;no-
667;20;no-
668;16;no-
669;0;si-
670;20;no-
671;17;no-
672;0;si-
673;17;no-
674;21;no-
675;17;no-
676;17;no-
677;16;no-
678;17;no-
679;17;no-
680;17;no-
681;16;no-
682;0;si-
683;0;si-
684;0;si-
685;16;no-
686;0;si-
687;19;no-
688;18;no-
689;0;si-
690;21;no-
691;20;no-
692;17;no-
693;17;no-
694;0;si-
695;16;no-
696;0;si-
697;20;no-
698;0;si-
699;17;no-
700;21;no-
701;19;no-
702;21;no-
703;19;no-
704;20;no-
705;18;no-
706;0;si-
707;0;si-
708;21;no-
709;18;no-
710;16;no-
711;17;no-
712;16;no-
713;0;si-
714;17;no-
715;17;no-
716;16;no-
717;17;no-
718;16;no-
719;0;si-
720;17;no-
721;17;no-
722;16;no-
723;0;si-
724;17;no-
725;17;no-
726;16;no-
727;17;no-
728;20;no-
729;16;no-
730;16;no-
731;0;si-
732;16;no-
733;23;no-
734;17;no-
735;16;no-
736;21;no-
737;17;no-
738;21;no-
739;0;si-
740;19;no-
741;18;no-
742;21;no-
743;16;no-
744;18;no-
745;0;si-
746;17;no-
747;17;no-
748;17;no-
749;18;no-
750;0;si-
751;19;no-
752;0;si-
753;20;no-
754;18;no-
755;16;no-
756;17;no-
757;18;no-
758;22;no-
759;19;no-
760;19;no-
761;20;no-
762;18;no-
763;16;no-
764;18;no-
765;19;no-
766;0;si-
767;0;si-
768;19;no-
769;0;si-
770;17;no-
771;0;si-
772;21;no-
773;21;no-
774;1;si-
775;17;no-
776;0;si-
777;17;no-
778;16;no-
779;17;no-
780;20;no-
781;16;no-
782;20;no-
783;16;no-
784;0;si-
785;17;no-
786;16;no-
787;0;si-
788;0;si-
789;0;si-
790;17;no-
791;16;no-
792;18;no-
793;20;no-
794;21;no-
795;0;si-
796;18;no-
797;17;no-
798;16;no-
799;0;si-
800;0;si-
801;17;no-
802;20;no-
803;16;no-
804;17;no-
805;16;no-
806;0;si-
807;0;si-
808;0;si-
809;20;no-
810;19;no-
811;21;no-
812;0;si-
813;16;no-
814;20;no-
815;17;no-
816;0;si-
817;0;si-
818;19;no-
819;18;no-
820;0;si-
821;0;si-
822;0;si-
823;16;no-
824;21;no-
825;16;no-
826;19;no-
827;20;no-
828;17;no-
829;17;no-
830;0;si-
831;0;si-
832;16;no-
833;20;no-
834;18;no-
835;19;no-
836;0;si-
837;19;no-
838;19;no-
839;21;no-
840;17;no-
841;17;no-
842;17;no-
843;20;no-
844;18;no-
845;0;si-
846;17;no-
847;20;no-
848;0;si-
849;0;si-
850;17;no-
851;0;si-
852;21;no-
853;0;si-
854;17;no-
855;16;no-
856;20;no-
857;0;si-
858;0;si-
859;17;no-
860;19;no-
861;16;no-
862;0;si-
863;20;no-
864;16;no-
865;20;no-
866;0;si-
867;17;no-
868;16;no-
869;0;si-
870;20;no-
871;0;si-
872;0;si-
873;16;no-
874;0;si-
875;0;si-
876;0;si-
877;19;no-
878;19;no-
879;19;no-
880;18;no-
881;22;no-
882;0;si-
883;21;no-
884;0;si-
885;18;no-
886;0;si-
887;20;no-
888;16;no-
889;17;no-
890;21;no-
891;17;no-
892;17;no-
893;0;si-
894;18;no-
895;0;si-
896;19;no-
897;19;no-
898;0;si-
899;0;si-
900;0;si-
901;17;no-
902;16;no-
903;0;si-
904;20;no-
905;17;no-
906;19;no-
907;0;si-
908;17;no-
909;17;no-
910;18;no-
911;18;no-
912;19;no-
913;21;no-
914;17;no-
915;17;no-
916;17;no-
917;17;no-
918;16;no-
919;16;no-
920;0;si-
921;0;si-
922;16;no-
923;0;si-
924;16;no-
925;0;si-
926;0;si-
927;19;no-
928;0;si-
929;17;no-
930;17;no-
931;0;si-
932;0;si-
933;0;si-
934;16;no-
935;16;no-
936;17;no-
937;0;si-
938;0;si-
939;16;no-
940;18;no-
941;0;si-
942;0;si-
943;18;no-
944;16;no-
945;17;no-
946;16;no-
947;17;no-
948;17;no-
949;16;no-
950;16;no-
951;0;si-
952;19;no-
953;19;no-
954;19;no-
955;17;no-
956;18;no-
957;0;si-
958;17;no-
959;16;no-
960;0;si-
961;16;no-
962;0;si-
963;0;si-
964;0;si-
965;16;no-
966;17;no-
967;18;no-
968;0;si-
969;16;no-
970;17;no-
971;0;si-
972;20;no-
973;17;no-
974;17;no-
975;19;no-
976;0;si-
977;22;no-
978;18;no-
979;19;no-
980;20;no-
981;16;no-
982;19;no-
983;0;si-
984;17;no-
985;16;no-
986;16;no-
987;17;no-
988;18;no-
989;17;no-
990;17;no-
991;0;si-
992;0;si-
993;16;no-
994;17;no-
995;17;no-
996;0;si-
997;17;no-
998;15;no-
999;17;no-
1000;20;no-
1001;0;si-
1002;17;no-
1003;18;no-
1004;16;no-
1005;16;no-
1006;20;no-
1007;19;no-
1008;0;si-
1009;20;no-
1010;19;no-
1011;17;no-
1012;25;no-
1013;0;si-
1014;0;si-
1015;18;no-
1016;18;no-
1017;0;si-
1018;19;no-
1019;18;no-
1020;0;si-
1021;18;no-
1022;20;no-
1023;18;no-
1024;0;si-
1025;20;no-
1026;19;no-
1027;16;no-
1028;17;no-
1029;17;no-
1030;17;no-
1031;17;no-
1032;19;no-
1033;17;no-
1034;18;no-
1035;16;no-
1036;20;no-
1037;20;no-
1038;18;no-
1039;0;si-
1040;18;no-
1041;20;no-
1042;17;no-
1043;20;no-
1044;16;no-
1045;0;si-
1046;18;no-
1047;17;no-
1048;16;no-
1049;18;no-
1050;0;si-
1051;17;no-
1052;18;no-
1053;17;no-
1054;18;no-
1055;17;no-
1056;0;si-
1057;19;no-
1058;0;si-
1059;0;si-
1060;0;si-
1061;17;no-
1062;18;no-
1063;0;si-
1064;19;no-
1065;0;si-
1066;19;no-
1067;17;no-
1068;19;no-
1069;17;no-
1070;0;si-
1071;18;no-
1072;18;no-
1073;18;no-
1074;16;no-
1075;17;no-
1076;0;si-
1077;0;si-
1078;0;si-
1079;0;si-
1080;16;no-
1081;16;no-
1082;17;no-
1083;18;no-
1084;19;no-
1085;21;no-
1086;16;no-
1087;17;no-
1088;18;no-
1089;19;no-
1090;17;no-
1091;17;no-
1092;0;si-
1093;16;no-
1094;16;no-
1095;18;no-
1096;16;no-
1097;0;si-
1098;19;no-
1099;16;no-
1100;19;no-
1101;16;no-
1102;16;no-
1103;0;si-
1104;16;no-
1105;17;no-
1106;0;si-
1107;0;si-
1108;17;no-
1109;18;no-
1110;18;no-
1111;19;no-
1112;19;no-
1113;20;no-
1114;16;no-
1115;0;si-
1116;0;si-
1117;15;no-
1118;0;si-
1119;16;no-
1120;15;no-
1121;15;no-
1122;16;no-
1123;19;no-
1124;17;no-
1125;15;no-
1126;16;no-
1127;19;no-
1128;17;no-
1129;18;no-
1130;17;no-
1131;16;no-
1132;0;si-
1133;0;si-
1134;16;no-
1135;18;no-
1136;16;no-
1137;0;si-
1138;0;si-
1139;17;no-
1140;16;no-
1141;16;no-
1142;16;no-
1143;18;no-
1144;1;si-
1145;0;si-
1146;0;si-
1147;16;no-
1148;0;si-
1149;16;no-
1150;18;no-
1151;18;no-
1152;0;si-
1153;0;si-
1154;16;no-
1155;16;no-
1156;0;si-
1157;0;si-
1158;0;si-
1159;0;si-
1160;0;si-
1161;16;no-
1162;0;si-
1163;16;no-
1164;19;no-
1165;16;no-
1166;18;no-
1167;0;si-
1168;16;no-
1169;0;si-
1170;17;no-
1171;0;si-
1172;16;no-
1173;16;no-
1174;17;no-
1175;0;si-
1176;16;no-
1177;16;no-
1178;17;no-
1179;17;no-
1180;18;no-
1181;17;no-
1182;19;no-
1183;18;no-
1184;0;si-
1185;0;si-
1186;18;no-
1187;19;no-
1188;16;no-
1189;0;si-
1190;19;no-
1191;16;no-
1192;16;no-
1193;15;no-
1194;19;no-
1195;15;no-
1196;0;si-
1197;16;no-
1198;15;no-
1199;0;si-
1200;16;no-
1201;0;si-
1202;16;no-
1203;15;no-
1204;15;no-
1205;16;no-
1206;16;no-
1207;15;no-
1208;19;no-
1209;16;no-
1210;20;no-
1211;21;no-
1212;18;no-
1213;18;no-
1214;19;no-
1215;16;no-
1216;16;no-
1217;18;no-
1218;19;no-
1219;0;si-
1220;19;no-
1221;18;no-
1222;21;no-
1223;15;no-
1224;16;no-
1225;15;no-
1226;20;no-
1227;0;si-
1228;18;no-
1229;19;no-
1230;16;no-
1231;17;no-
1232;0;si-
1233;0;si-
1234;18;no-
1235;20;no-
1236;21;no-
1237;0;si-
1238;0;si-
1239;0;si-
1240;20;no-
1241;20;no-
1242;18;no-
1243;16;no-
1244;18;no-
1245;18;no-
1246;0;si-
1247;18;no-
1248;20;no-
1249;0;si-
1250;31;no-
1251;0;si-
1252;18;no-
1253;15;no-
1254;17;no-
1255;16;no-
1256;18;no-
1257;19;no-
1258;17;no-
1259;0;si-
1260;0;si-
1261;15;no-
1262;15;no-
1263;19;no-
1264;0;si-
1265;19;no-
1266;0;si-
1267;0;si-
1268;0;si-
1269;16;no-
1270;0;si-
1271;0;si-
1272;18;no-
1273;16;no-
1274;16;no-
1275;19;no-
1276;17;no-
1277;15;no-
1278;16;no-
1279;0;si-
1280;0;si-
1281;0;si-
1282;0;si-
1283;0;si-
1284;18;no-
1285;16;no-
1286;18;no-
1287;16;no-
1288;18;no-
1289;0;si-
1290;0;si-
1291;17;no-
1292;17;no-
1293;17;no-
1294;0;si-
1295;17;no-
1296;17;no-
1297;16;no-
1298;19;no-
1299;18;no-
1300;19;no-
1301;18;no-
1302;18;no-
1303;16;no-
1304;16;no-
1305;17;no-
1306;15;no-
1307;17;no-
1308;17;no-
1309;16;no-
1310;17;no-
1311;0;si-
1312;0;si-
1313;0;si-
1314;17;no-
1315;19;no-
1316;0;si-
1317;0;si-
1318;16;no-
1319;17;no-
1320;18;no-
1321;18;no-
1322;16;no-
1323;0;si-
1324;19;no-
1325;16;no-
1326;18;no-
1327;0;si-
1328;0;si-
1329;18;no-
1330;29;no-
1331;0;si-
1332;21;no-
1333;19;no-
1334;19;no-
1335;20;no-
1336;0;si-
1337;19;no-
1338;19;no-
1339;0;si-
1340;0;si-
1341;20;no-
1342;19;no-
1343;0;si-
1344;18;no-
1345;20;no-
1346;0;si-
1347;0;si-
1348;19;no-
1349;18;no-
1350;0;si-
1351;18;no-
1352;19;no-
1353;20;no-
1354;19;no-
1355;18;no-
1356;18;no-
1357;18;no-
1358;0;si-
1359;0;si-
1360;16;no-
1361;17;no-
1362;17;no-
1363;20;no-
1364;0;si-
1365;16;no-
1366;16;no-
1367;19;no-
1368;0;si-
1369;16;no-
1370;15;no-
1371;0;si-
1372;16;no-
1373;19;no-
1374;15;no-
1375;19;no-
1376;18;no-
1377;20;no-
1378;19;no-
1379;17;no-
1380;0;si-
1381;19;no-
1382;0;si-
1383;18;no-
1384;18;no-
1385;20;no-
1386;18;no-
1387;0;si-
1388;0;si-
1389;18;no-
1390;0;si-
1391;0;si-
1392;19;no-
1393;19;no-
1394;0;si-
1395;0;si-
1396;18;no-
1397;17;no-
1398;0;si-
1399;0;si-
1400;20;no-
1401;19;no-
1402;19;no-
1403;0;si-
1404;18;no-
1405;18;no-
1406;19;no-
1407;18;no-
1408;19;no-
1409;17;no-
1410;1;si-
1411;16;no-
1412;16;no-
1413;18;no-
1414;20;no-
1415;0;si-
1416;19;no-
1417;18;no-
1418;0;si-
1419;0;si-
1420;17;no-
1421;0;si-
1422;0;si-
1423;16;no-
1424;18;no-
1425;19;no-
1426;18;no-
1427;0;si-
1428;0;si-
1429;0;si-
1430;18;no-
1431;0;si-
1432;0;si-
1433;16;no-
1434;16;no-
1435;19;no-
1436;17;no-
1437;0;si-
1438;19;no-
1439;17;no-
1440;18;no-
1441;16;no-
1442;18;no-
1443;18;no-
1444;17;no-
1445;16;no-
1446;17;no-
1447;0;si-
1448;16;no-
1449;0;si-
1450;16;no-
1451;20;no-
1452;0;si-
1453;0;si-
1454;16;no-
1455;16;no-
1456;0;si-
1457;17;no-
1458;19;no-
1459;19;no-
1460;15;no-
1461;18;no-
1462;16;no-
1463;0;si-
1464;16;no-
1465;18;no-
1466;16;no-
1467;0;si-
1468;17;no-
1469;17;no-
1470;0;si-
1471;17;no-
1472;15;no-
1473;17;no-
1474;18;no-
1475;16;no-
1476;0;si-
1477;16;no-
1478;16;no-
1479;0;si-
1480;19;no-
1481;16;no-
1482;0;si-
1483;0;si-
1484;16;no-
1485;16;no-
1486;16;no-
1487;16;no-
1488;18;no-
1489;0;si-
1490;0;si-
1491;0;si-
1492;16;no-
1493;17;no-
1494;16;no-
1495;16;no-
1496;0;si-
1497;0;si-
1498;18;no-
1499;16;no-
1500;0;si-
1501;16;no-
1502;0;si-
1503;20;no-
1504;20;no-
1505;0;si-
1506;31;no-
1507;0;si-
1508;0;si-
1509;20;no-
1510;20;no-
1511;18;no-
1512;0;si-
1513;17;no-
1514;18;no-
1515;16;no-
1516;17;no-
1517;0;si-
1518;0;si-
1519;16;no-
1520;0;si-
1521;0;si-
1522;16;no-
1523;18;no-
1524;0;si-
1525;21;no-
1526;0;si-
1527;0;si-
1528;0;si-
1529;17;no-
1530;0;si-
1531;0;si-
1532;0;si-
1533;19;no-
1534;17;no-
1535;0;si-
1536;20;no-
1537;16;no-
1538;0;si-
1539;0;si-
1540;0;si-
1541;19;no-
1542;16;no-
1543;0;si-
1544;15;no-
1545;18;no-
1546;19;no-
1547;0;si-
1548;0;si-
1549;15;no-
1550;16;no-
1551;15;no-
1552;0;si-
1553;17;no-
1554;16;no-
1555;16;no-
1556;18;no-
1557;21;no-
1558;15;no-
1559;0;si-
1560;18;no-
1561;0;si-
1562;0;si-
1563;16;no-
1564;0;si-
1565;16;no-
1566;0;si-
1567;15;no-
1568;0;si-
1569;19;no-
1570;0;si-
1571;0;si-
1572;16;no-
1573;15;no-
1574;0;si-
1575;18;no-
1576;0;si-
1577;0;si-
1578;15;no-
1579;15;no-
1580;0;si-
1581;15;no-
1582;0;si-
1583;15;no-
1584;19;no-
1585;15;no-
1586;0;si-
1587;0;si-
1588;15;no-
1589;0;si-
1590;15;no-
1591;0;si-
1592;18;no-
1593;15;no-
1594;15;no-
1595;18;no-
1596;19;no-
1597;0;si-
1598;15;no-
1599;17;no-
1600;19;no-
1601;16;no-
1602;17;no-
1603;17;no-
1604;19;no-
1605;0;si-
1606;15;no-
1607;21;no-
1608;16;no-
1609;16;no-
1610;19;no-
1611;0;si-
1612;0;si-
1613;0;si-
1614;20;no-
1615;16;no-
1616;0;si-
1617;19;no-
1618;0;si-
1619;17;no-
1620;18;no-
1621;17;no-
1622;16;no-
1623;0;si-
1624;0;si-
1625;17;no-
1626;19;no-
1627;16;no-
1628;0;si-
1629;17;no-
1630;16;no-
1631;0;si-
1632;18;no-
1633;17;no-
1634;0;si-
1635;16;no-
1636;18;no-
1637;17;no-
1638;17;no-
1639;17;no-
1640;0;si-
1641;0;si-
1642;19;no-
1643;16;no-
1644;17;no-
1645;16;no-
1646;0;si-
1647;16;no-
1648;16;no-
1649;17;no-
1650;17;no-
1651;17;no-
1652;16;no-
1653;0;si-
1654;15;no-
1655;0;si-
1656;16;no-
1657;14;no-
1658;0;si-
1659;18;no-
1660;16;no-
1661;15;no-
1662;0;si-
1663;15;no-
1664;15;no-
1665;15;no-
1666;14;no-
1667;17;no-
1668;0;si-
1669;20;no-
1670;15;no-
1671;15;no-
1672;0;si-
1673;18;no-
1674;15;no-
1675;15;no-
1676;18;no-
1677;15;no-
1678;17;no-
1679;19;no-
1680;17;no-
1681;18;no-
1682;16;no-
1683;14;no-
1684;1;si-
1685;0;si-
1686;15;no-
1687;0;si-
1688;15;no-
1689;0;si-
1690;16;no-
1691;15;no-
1692;17;no-
1693;0;si-
1694;16;no-
1695;15;no-
1696;0;si-
1697;17;no-
1698;17;no-
1699;15;no-
1700;16;no-
1701;0;si-
1702;0;si-
1703;16;no-
1704;0;si-
1705;0;si-
1706;17;no-
1707;20;no-
1708;17;no-
1709;0;si-
1710;19;no-
1711;18;no-
1712;18;no-
1713;16;no-
1714;15;no-
1715;0;si-
1716;15;no-
1717;14;no-
1718;15;no-
1719;0;si-
1720;0;si-
1721;15;no-
1722;19;no-
1723;0;si-
1724;15;no-
1725;0;si-
1726;15;no-
1727;15;no-
1728;14;no-
1729;0;si-
1730;0;si-
1731;0;si-
1732;0;si-
1733;15;no-
1734;15;no-
1735;15;no-
1736;15;no-
1737;0;si-
1738;0;si-
1739;0;si-
1740;0;si-
1741;0;si-
1742;0;si-
1743;18;no-
1744;0;si-
1745;17;no-
1746;16;no-
1747;14;no-
1748;15;no-
1749;0;si-
1750;0;si-
1751;15;no-
1752;14;no-
1753;0;si-
1754;15;no-
1755;0;si-
1756;15;no-
1757;17;no-
1758;20;no-
1759;16;no-
1760;0;si-
1761;15;no-
1762;15;no-
1763;17;no-
1764;16;no-
1765;15;no-
1766;17;no-
1767;19;no-
1768;19;no-
1769;16;no-
1770;16;no-
1771;0;si-
1772;0;si-
1773;15;no-
1774;0;si-
1775;16;no-
1776;17;no-
1777;16;no-
1778;0;si-
1779;19;no-
1780;17;no-
1781;18;no-
1782;0;si-
1783;0;si-
1784;15;no-
1785;0;si-
1786;0;si-
1787;15;no-
1788;18;no-
1789;15;no-
1790;15;no-
1791;0;si-
1792;0;si-
1793;17;no-
1794;0;si-
1795;18;no-
1796;18;no-
1797;0;si-
1798;0;si-
1799;0;si-
1800;17;no-
1801;15;no-
1802;0;si-
1803;0;si-
1804;16;no-
1805;18;no-
1806;17;no-
1807;0;si-
1808;15;no-
1809;16;no-
1810;0;si-
1811;0;si-
1812;16;no-
1813;16;no-
1814;16;no-
1815;17;no-
1816;16;no-
1817;17;no-
1818;15;no-
1819;16;no-
1820;0;si-
1821;16;no-
1822;0;si-
1823;0;si-
1824;15;no-
1825;19;no-
1826;0;si-
1827;16;no-
1828;18;no-
1829;17;no-
1830;16;no-
1831;0;si-
1832;0;si-
1833;18;no-
1834;0;si-
1835;19;no-
1836;18;no-
1837;17;no-
1838;0;si-
1839;17;no-
1840;17;no-
1841;18;no-
1842;15;no-
1843;0;si-
1844;16;no-
1845;17;no-
1846;16;no-
1847;17;no-
1848;0;si-
1849;20;no-
1850;0;si-
1851;0;si-
1852;17;no-
1853;0;si-
1854;18;no-
1855;17;no-
1856;17;no-
1857;17;no-
